trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.00009,   0.00000,   5.03173,  10.31756,   0.59603,  18.58925,   9.89618,   5.03805,  18.75872,   9.87649,   7.10190,   0.00000,   0.00000,   0.00000,   1.00000,   0.00009,   0.00000,   4.58303, -11.00161,   0.45163,  18.76966,   9.19769,   4.83419,  19.09685,   9.37229,   7.17321,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.00671,   2.00000,   5.03195,  10.31808,   0.59651,  18.58902,   9.89669,   5.03852,  18.75850,   9.87701,   7.10143,   0.00000,   0.00000,   0.00000,   1.00000,   0.00671,   2.00000,   4.58317, -11.00205,   0.45131,  18.76952,   9.19813,   4.83387,  19.09672,   9.37273,   7.17352,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.00894,   3.00000,   5.03198,  10.31839,   0.59678,  18.58899,   9.89700,   5.03880,  18.75847,   9.87732,   7.10115,   0.00000,   0.00000,   0.00000,   1.00000,   0.00894,   3.00000,   4.58320, -11.00223,   0.45134,  18.76949,   9.19830,   4.83390,  19.09669,   9.37291,   7.17349,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.01307,   4.00000,   5.03173,  10.31871,   0.59719,  18.58924,   9.89732,   5.03920,  18.75872,   9.87764,   7.10075,   0.00000,   0.00000,   0.00000,   1.00000,   0.01307,   4.00000,   4.58323, -11.00232,   0.45103,  18.76946,   9.19840,   4.83359,  19.09666,   9.37300,   7.17381,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.01733,   5.00000,   5.03195,  10.31894,   0.59742,  18.58903,   9.89755,   5.03944,  18.75850,   9.87787,   7.10051,   0.00000,   0.00000,   0.00000,   1.00000,   0.01733,   5.00000,   4.58331, -11.00233,   0.45096,  18.76938,   9.19841,   4.83352,  19.09658,   9.37302,   7.17387,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02147,   6.00000,   5.03189,  10.31928,   0.59758,  18.58909,   9.89790,   5.03960,  18.75856,   9.87821,   7.10035,   0.00000,   0.00000,   0.00000,   1.00000,   0.02147,   6.00000,   4.58324, -11.00235,   0.45085,  18.76945,   9.19843,   4.83341,  19.09665,   9.37303,   7.17399,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02558,   7.00000,   5.03192,  10.31959,   0.59782,  18.58905,   9.89820,   5.03984,  18.75853,   9.87852,   7.10012,   0.00000,   0.00000,   0.00000,   1.00000,   0.02558,   7.00000,   4.58323, -11.00233,   0.45051,  18.76946,   9.19841,   4.83307,  19.09666,   9.37301,   7.17433,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02981,   8.00000,   5.03193,  10.31988,   0.59785,  18.58905,   9.89849,   5.03986,  18.75853,   9.87881,   7.10009,   0.00000,   0.00000,   0.00000,   1.00000,   0.02981,   8.00000,   4.58321, -11.00228,   0.45032,  18.76948,   9.19835,   4.83288,  19.09667,   9.37296,   7.17452,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03396,   9.00000,   5.03214,  10.32007,   0.59777,  18.58884,   9.89868,   5.03978,  18.75831,   9.87900,   7.10017,   0.00000,   0.00000,   0.00000,   1.00000,   0.03396,   9.00000,   4.58339, -11.00212,   0.44994,  18.76930,   9.19820,   4.83251,  19.09650,   9.37281,   7.17489,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03808,  10.00000,   5.03213,  10.32033,   0.59818,  18.58885,   9.89894,   5.04019,  18.75833,   9.87926,   7.09976,   0.00000,   0.00000,   0.00000,   1.00000,   0.03808,  10.00000,   4.58321, -11.00200,   0.44954,  18.76948,   9.19808,   4.83211,  19.09668,   9.37269,   7.17529,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04234,  11.00000,   5.03216,  10.32064,   0.59814,  18.58882,   9.89926,   5.04016,  18.75829,   9.87957,   7.09979,   0.00000,   0.00000,   0.00000,   1.00000,   0.04234,  11.00000,   4.58314, -11.00182,   0.44897,  18.76955,   9.19790,   4.83153,  19.09674,   9.37251,   7.17587,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04646,  12.00000,   5.03204,  10.32098,   0.59810,  18.58893,   9.89959,   5.04011,  18.75841,   9.87991,   7.09984,   0.00000,   0.00000,   0.00000,   1.00000,   0.04646,  12.00000,   4.58296, -11.00166,   0.44885,  18.76973,   9.19774,   4.83141,  19.09693,   9.37234,   7.17598,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05058,  13.00000,   5.03214,  10.32121,   0.59835,  18.58884,   9.89983,   5.04036,  18.75832,   9.88014,   7.09959,   0.00000,   0.00000,   0.00000,   1.00000,   0.05058,  13.00000,   4.58319, -11.00136,   0.44823,  18.76950,   9.19744,   4.83079,  19.09669,   9.37204,   7.17660,   0.00000,   0.00000,   0.00000, 
