trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   2.12761,   0.00000,   4.52300,   9.72447,  -0.81647,  19.05309,   9.95013,   4.44676,  19.10705,   9.79580,   6.14618,   0.00000,   0.00000,   0.00000,   1.00000,   2.12761,   0.00000,   4.40215, -10.30886,  -0.17767,  18.89371,   8.67733,   4.88055,  19.24773,   8.72597,   5.80359,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.00077,  92.00000,   4.49762,   9.74164,  -0.82215,  19.07847,   9.96730,   4.44108,  19.13243,   9.81298,   6.15186,   0.00000,   0.00000,   0.00000,   1.00000,   0.00077,  92.00000,   3.81659, -10.57405,  -0.05614,  19.47927,   8.94251,   5.00207,  19.83330,   8.99115,   5.68207,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.00147,  93.00000,   4.49794,   9.74136,  -0.82210,  19.07815,   9.96702,   4.44113,  19.13211,   9.81270,   6.15181,   0.00000,   0.00000,   0.00000,   1.00000,   0.00147,  93.00000,   3.81753, -10.57610,  -0.05627,  19.47832,   8.94456,   5.00194,  19.83235,   8.99321,   5.68220,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.00558,  94.00000,   4.49809,   9.74117,  -0.82222,  19.07800,   9.96683,   4.44101,  19.13197,   9.81250,   6.15193,   0.00000,   0.00000,   0.00000,   1.00000,   0.00558,  94.00000,   3.81877, -10.57745,  -0.05728,  19.47709,   8.94591,   5.00094,  19.83111,   8.99455,   5.68320,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.00984,  95.00000,   4.49805,   9.74111,  -0.82239,  19.07804,   9.96677,   4.44085,  19.13200,   9.81244,   6.15209,   0.00000,   0.00000,   0.00000,   1.00000,   0.00984,  95.00000,   3.81976, -10.57929,  -0.05770,  19.47610,   8.94775,   5.00051,  19.83012,   8.99640,   5.68363,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.01394,  96.00000,   4.49827,   9.74097,  -0.82233,  19.07782,   9.96662,   4.44090,  19.13178,   9.81230,   6.15204,   0.00000,   0.00000,   0.00000,   1.00000,   0.01394,  96.00000,   3.82071, -10.58056,  -0.05898,  19.47515,   8.94902,   4.99923,  19.82917,   8.99767,   5.68491,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.01803,  97.00000,   4.49841,   9.74080,  -0.82257,  19.07768,   9.96646,   4.44066,  19.13164,   9.81213,   6.15228,   0.00000,   0.00000,   0.00000,   1.00000,   0.01803,  97.00000,   3.82182, -10.58191,  -0.05999,  19.47404,   8.95038,   4.99822,  19.82806,   8.99902,   5.68592,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.02231,  98.00000,   4.49841,   9.74078,  -0.82261,  19.07768,   9.96643,   4.44062,  19.13164,   9.81211,   6.15232,   0.00000,   0.00000,   0.00000,   1.00000,   0.02231,  98.00000,   3.82254, -10.58283,  -0.06151,  19.47331,   8.95130,   4.99670,  19.82734,   8.99994,   5.68744,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.02652,  99.00000,   4.49843,   9.74076,  -0.82255,  19.07766,   9.96642,   4.44069,  19.13162,   9.81209,   6.15226,   0.00000,   0.00000,   0.00000,   1.00000,   0.02652,  99.00000,   3.82339, -10.58354,  -0.06288,  19.47247,   8.95200,   4.99534,  19.82649,   9.00065,   5.68880,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.03058, 100.00000,   4.49849,   9.74077,  -0.82244,  19.07760,   9.96643,   4.44080,  19.13156,   9.81211,   6.15215,   0.00000,   0.00000,   0.00000,   1.00000,   0.03058, 100.00000,   3.82401, -10.58409,  -0.06431,  19.47185,   8.95255,   4.99391,  19.82587,   9.00120,   5.69023,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.03481, 101.00000,   4.49851,   9.74090,  -0.82234,  19.07758,   9.96656,   4.44089,  19.13154,   9.81223,   6.15205,   0.00000,   0.00000,   0.00000,   1.00000,   0.03481, 101.00000,   3.82451, -10.58458,  -0.06563,  19.47135,   8.95305,   4.99258,  19.82537,   9.00169,   5.69156,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.03891, 102.00000,   4.49852,   9.74114,  -0.82218,  19.07757,   9.96680,   4.44106,  19.13153,   9.81247,   6.15189,   0.00000,   0.00000,   0.00000,   1.00000,   0.03891, 102.00000,   3.82523, -10.58486,  -0.06702,  19.47063,   8.95332,   4.99120,  19.82465,   9.00197,   5.69294,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.04307, 103.00000,   4.49839,   9.74155,  -0.82210,  19.07770,   9.96721,   4.44114,  19.13166,   9.81288,   6.15181,   0.00000,   0.00000,   0.00000,   1.00000,   0.04307, 103.00000,   3.82551, -10.58518,  -0.06815,  19.47034,   8.95364,   4.99006,  19.82437,   9.00228,   5.69408,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.04732, 104.00000,   4.49830,   9.74207,  -0.82222,  19.07779,   9.96773,   4.44102,  19.13175,   9.81340,   6.15193,   0.00000,   0.00000,   0.00000,   1.00000,   0.04732, 104.00000,   3.82611, -10.58524,  -0.06936,  19.46975,   8.95371,   4.98885,  19.82377,   9.00235,   5.69529,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.05143, 105.00000,   4.49796,   9.74306,  -0.82227,  19.07813,   9.96872,   4.44096,  19.13209,   9.81440,   6.15198,   0.00000,   0.00000,   0.00000,   1.00000,   0.05143, 105.00000,   3.82627, -10.58618,  -0.06939,  19.46959,   8.95464,   4.98882,  19.82362,   9.00328,   5.69532,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
  1.00000,   0.05557, 106.00000,   4.49793,   9.74411,  -0.82222,  19.07816,   9.96977,   4.44101,  19.13212,   9.81544,   6.15193,   0.00000,   0.00000,   0.00000,   1.00000,   0.05557, 106.00000,   3.82664, -10.58700,  -0.06955,  19.46921,   8.95547,   4.98866,  19.82324,   9.00411,   5.69548,   0.00000,   0.00000,   0.00000,   0.37743,   2.00000, 
