trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.00008,   0.00000,   4.49169,  10.67409,   0.45928,  18.29737,  10.44862,   6.37737,  18.55562,  10.25391,   5.62700,   0.00000,   0.00000,   0.00000,   1.00000,   0.00008,   0.00000,   3.93758, -10.73961,   0.44058,  18.74623,   8.94785,   6.45559,  18.90922,   9.15598,   5.43162,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.01568,   4.00000,   4.49163,  10.67433,   0.45915,  18.29742,  10.44887,   6.37724,  18.55568,  10.25415,   5.62713,   0.00000,   0.00000,   0.00000,   1.00000,   0.01568,   4.00000,   3.93781, -10.74159,   0.44511,  18.74601,   8.94983,   6.46012,  18.90899,   9.15796,   5.42709,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.01960,   5.00000,   4.49167,  10.67440,   0.45908,  18.29739,  10.44893,   6.37717,  18.55564,  10.25422,   5.62720,   0.00000,   0.00000,   0.00000,   1.00000,   0.01960,   5.00000,   3.93755, -10.74204,   0.44552,  18.74627,   8.95028,   6.46053,  18.90925,   9.15841,   5.42668,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02374,   6.00000,   4.49162,  10.67446,   0.45915,  18.29744,  10.44899,   6.37723,  18.55569,  10.25428,   5.62714,   0.00000,   0.00000,   0.00000,   1.00000,   0.02374,   6.00000,   3.93763, -10.74221,   0.44593,  18.74618,   8.95045,   6.46095,  18.90916,   9.15858,   5.42626,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02785,   7.00000,   4.49166,  10.67447,   0.45921,  18.29740,  10.44900,   6.37729,  18.55565,  10.25429,   5.62708,   0.00000,   0.00000,   0.00000,   1.00000,   0.02785,   7.00000,   3.93766, -10.74229,   0.44634,  18.74615,   8.95053,   6.46135,  18.90913,   9.15866,   5.42586,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03215,   8.00000,   4.49166,  10.67451,   0.45899,  18.29740,  10.44905,   6.37707,  18.55565,  10.25433,   5.62729,   0.00000,   0.00000,   0.00000,   1.00000,   0.03215,   8.00000,   3.93771, -10.74225,   0.44623,  18.74610,   8.95049,   6.46124,  18.90908,   9.15862,   5.42597,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03627,   9.00000,   4.49165,  10.67457,   0.45890,  18.29741,  10.44911,   6.37699,  18.55566,  10.25439,   5.62738,   0.00000,   0.00000,   0.00000,   1.00000,   0.03627,   9.00000,   3.93758, -10.74219,   0.44611,  18.74623,   8.95043,   6.46112,  18.90922,   9.15856,   5.42609,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04038,  10.00000,   4.49170,  10.67458,   0.45892,  18.29736,  10.44911,   6.37700,  18.55561,  10.25440,   5.62737,   0.00000,   0.00000,   0.00000,   1.00000,   0.04038,  10.00000,   3.93753, -10.74201,   0.44585,  18.74628,   8.95025,   6.46086,  18.90927,   9.15838,   5.42635,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04464,  11.00000,   4.49181,  10.67458,   0.45897,  18.29725,  10.44912,   6.37705,  18.55550,  10.25440,   5.62731,   0.00000,   0.00000,   0.00000,   1.00000,   0.04464,  11.00000,   3.93766, -10.74171,   0.44541,  18.74615,   8.94995,   6.46042,  18.90914,   9.15808,   5.42679,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04878,  12.00000,   4.49190,  10.67459,   0.45898,  18.29716,  10.44912,   6.37706,  18.55541,  10.25441,   5.62731,   0.00000,   0.00000,   0.00000,   1.00000,   0.04878,  12.00000,   3.93752, -10.74140,   0.44514,  18.74629,   8.94964,   6.46015,  18.90927,   9.15777,   5.42706,   0.00000,   0.00000,   0.00000, 
