trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   2.13599,   0.00000,   4.55635,  10.36841,  -0.71567,  19.21668,  10.55890,   4.64448,  19.13224,  10.37475,   6.19530,   0.00000,   0.00000,   0.00000,   1.00000,   2.13599,   0.00000,   4.66339,  -9.59116,   0.68584,  19.32122,   7.95322,   6.14579,  18.71477,   8.10795,   4.60191,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00091, 437.00000,   4.51631,  10.22361,  -0.86868,  19.25672,  10.41411,   4.49147,  19.17228,  10.22996,   6.34831,   0.00000,   0.00000,   0.00000,   1.00000,   0.00091, 437.00000,   4.33209,  -9.51510,   1.04380,  19.65252,   7.87717,   6.50375,  19.04607,   8.03189,   4.24395,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00256, 438.00000,   4.51630,  10.22437,  -0.86848,  19.25673,  10.41487,   4.49167,  19.17230,  10.23071,   6.34811,   0.00000,   0.00000,   0.00000,   1.00000,   0.00256, 438.00000,   4.33227,  -9.51555,   1.04284,  19.65235,   7.87762,   6.50279,  19.04589,   8.03234,   4.24491,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00673, 439.00000,   4.51630,  10.22520,  -0.86836,  19.25673,  10.41569,   4.49179,  19.17230,  10.23154,   6.34799,   0.00000,   0.00000,   0.00000,   1.00000,   0.00673, 439.00000,   4.33242,  -9.51603,   1.04189,  19.65219,   7.87809,   6.50184,  19.04574,   8.03282,   4.24586,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.01090, 440.00000,   4.51612,  10.22613,  -0.86819,  19.25691,  10.41663,   4.49196,  19.17247,  10.23248,   6.34782,   0.00000,   0.00000,   0.00000,   1.00000,   0.01090, 440.00000,   4.33257,  -9.51657,   1.04088,  19.65204,   7.87863,   6.50083,  19.04559,   8.03336,   4.24687,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.01502, 441.00000,   4.51618,  10.22702,  -0.86831,  19.25685,  10.41752,   4.49184,  19.17242,  10.23337,   6.34793,   0.00000,   0.00000,   0.00000,   1.00000,   0.01502, 441.00000,   4.33252,  -9.51720,   1.03999,  19.65209,   7.87927,   6.49994,  19.04564,   8.03399,   4.24775,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.01921, 442.00000,   4.51621,  10.22802,  -0.86829,  19.25682,  10.41852,   4.49186,  19.17239,  10.23436,   6.34792,   0.00000,   0.00000,   0.00000,   1.00000,   0.01921, 442.00000,   4.33274,  -9.51773,   1.03926,  19.65188,   7.87980,   6.49921,  19.04543,   8.03453,   4.24849,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.02340, 443.00000,   4.51627,  10.22904,  -0.86830,  19.25677,  10.41953,   4.49185,  19.17233,  10.23538,   6.34793,   0.00000,   0.00000,   0.00000,   1.00000,   0.02340, 443.00000,   4.33290,  -9.51838,   1.03833,  19.65171,   7.88044,   6.49828,  19.04526,   8.03517,   4.24941,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.02756, 444.00000,   4.51616,  10.23012,  -0.86877,  19.25687,  10.42062,   4.49138,  19.17244,  10.23647,   6.34840,   0.00000,   0.00000,   0.00000,   1.00000,   0.02756, 444.00000,   4.33283,  -9.51913,   1.03753,  19.65178,   7.88120,   6.49748,  19.04533,   8.03592,   4.25022,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.03164, 445.00000,   4.51615,  10.23122,  -0.86905,  19.25688,  10.42172,   4.49110,  19.17244,  10.23757,   6.34868,   0.00000,   0.00000,   0.00000,   1.00000,   0.03164, 445.00000,   4.33303,  -9.51984,   1.03671,  19.65158,   7.88191,   6.49666,  19.04513,   8.03663,   4.25104,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.03591, 446.00000,   4.51630,  10.23229,  -0.86918,  19.25673,  10.42279,   4.49097,  19.17229,  10.23863,   6.34881,   0.00000,   0.00000,   0.00000,   1.00000,   0.03591, 446.00000,   4.33318,  -9.52058,   1.03594,  19.65144,   7.88264,   6.49589,  19.04499,   8.03737,   4.25181,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.04002, 447.00000,   4.51621,  10.23352,  -0.86933,  19.25682,  10.42402,   4.49082,  19.17239,  10.23986,   6.34896,   0.00000,   0.00000,   0.00000,   1.00000,   0.04002, 447.00000,   4.33337,  -9.52138,   1.03532,  19.65125,   7.88345,   6.49527,  19.04480,   8.03817,   4.25242,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.04419, 448.00000,   4.51614,  10.23470,  -0.86952,  19.25689,  10.42520,   4.49063,  19.17245,  10.24105,   6.34915,   0.00000,   0.00000,   0.00000,   1.00000,   0.04419, 448.00000,   4.33361,  -9.52216,   1.03474,  19.65100,   7.88422,   6.49469,  19.04455,   8.03895,   4.25301,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.04842, 449.00000,   4.51623,  10.23584,  -0.86970,  19.25680,  10.42634,   4.49045,  19.17237,  10.24219,   6.34933,   0.00000,   0.00000,   0.00000,   1.00000,   0.04842, 449.00000,   4.33391,  -9.52294,   1.03400,  19.65071,   7.88501,   6.49395,  19.04425,   8.03973,   4.25374,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.05252, 450.00000,   4.51612,  10.23711,  -0.86981,  19.25691,  10.42761,   4.49034,  19.17247,  10.24346,   6.34944,   0.00000,   0.00000,   0.00000,   1.00000,   0.05252, 450.00000,   4.33410,  -9.52380,   1.03336,  19.65051,   7.88587,   6.49331,  19.04406,   8.04059,   4.25439,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.05664, 451.00000,   4.51632,  10.23821,  -0.86997,  19.25671,  10.42871,   4.49018,  19.17227,  10.24455,   6.34960,   0.00000,   0.00000,   0.00000,   1.00000,   0.05664, 451.00000,   4.33427,  -9.52457,   1.03282,  19.65035,   7.88664,   6.49277,  19.04389,   8.04136,   4.25493,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.06090, 452.00000,   4.51620,  10.23948,  -0.86977,  19.25683,  10.42997,   4.49038,  19.17240,  10.24582,   6.34940,   0.00000,   0.00000,   0.00000,   1.00000,   0.06090, 452.00000,   4.33421,  -9.52549,   1.03211,  19.65041,   7.88756,   6.49206,  19.04396,   8.04228,   4.25563,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.06502, 453.00000,   4.51624,  10.24059,  -0.86971,  19.25680,  10.43109,   4.49044,  19.17236,  10.24694,   6.34934,   0.00000,   0.00000,   0.00000,   1.00000,   0.06502, 453.00000,   4.33442,  -9.52626,   1.03130,  19.65019,   7.88833,   6.49125,  19.04374,   8.04305,   4.25644,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.06918, 454.00000,   4.51633,  10.24161,  -0.86975,  19.25670,  10.43211,   4.49040,  19.17227,  10.24796,   6.34938,   0.00000,   0.00000,   0.00000,   1.00000,   0.06918, 454.00000,   4.33442,  -9.52706,   1.03067,  19.65019,   7.88913,   6.49062,  19.04374,   8.04385,   4.25707,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.07342, 455.00000,   4.51641,  10.24270,  -0.86972,  19.25663,  10.43320,   4.49043,  19.17219,  10.24904,   6.34935,   0.00000,   0.00000,   0.00000,   1.00000,   0.07342, 455.00000,   4.33447,  -9.52782,   1.03004,  19.65014,   7.88989,   6.48999,  19.04369,   8.04462,   4.25771,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.07755, 456.00000,   4.51658,  10.24365,  -0.86960,  19.25645,  10.43415,   4.49055,  19.17202,  10.25000,   6.34923,   0.00000,   0.00000,   0.00000,   1.00000,   0.07755, 456.00000,   4.33450,  -9.52862,   1.02918,  19.65011,   7.89069,   6.48913,  19.04366,   8.04541,   4.25857,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.08166, 457.00000,   4.51646,  10.24477,  -0.86938,  19.25657,  10.43527,   4.49077,  19.17213,  10.25112,   6.34901,   0.00000,   0.00000,   0.00000,   1.00000,   0.08166, 457.00000,   4.33459,  -9.52936,   1.02862,  19.65003,   7.89143,   6.48857,  19.04358,   8.04615,   4.25913,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.08591, 458.00000,   4.51648,  10.24580,  -0.86901,  19.25655,  10.43630,   4.49114,  19.17212,  10.25215,   6.34864,   0.00000,   0.00000,   0.00000,   1.00000,   0.08591, 458.00000,   4.33467,  -9.53006,   1.02800,  19.64995,   7.89213,   6.48795,  19.04350,   8.04685,   4.25974,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.09006, 459.00000,   4.51622,  10.24693,  -0.86868,  19.25681,  10.43743,   4.49147,  19.17237,  10.25328,   6.34830,   0.00000,   0.00000,   0.00000,   1.00000,   0.09006, 459.00000,   4.33467,  -9.53080,   1.02743,  19.64994,   7.89287,   6.48738,  19.04349,   8.04759,   4.26031,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.09417, 460.00000,   4.51635,  10.24783,  -0.86874,  19.25668,  10.43833,   4.49141,  19.17225,  10.25417,   6.34837,   0.00000,   0.00000,   0.00000,   1.00000,   0.09417, 460.00000,   4.33481,  -9.53144,   1.02672,  19.64980,   7.89350,   6.48667,  19.04335,   8.04823,   4.26103,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.09843, 461.00000,   4.51639,  10.24874,  -0.86848,  19.25665,  10.43924,   4.49167,  19.17221,  10.25509,   6.34811,   0.00000,   0.00000,   0.00000,   1.00000,   0.09843, 461.00000,   4.33479,  -9.53212,   1.02594,  19.64982,   7.89419,   6.48589,  19.04337,   8.04891,   4.26180,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.10253, 462.00000,   4.51652,  10.24955,  -0.86831,  19.25652,  10.44005,   4.49184,  19.17208,  10.25590,   6.34794,   0.00000,   0.00000,   0.00000,   1.00000,   0.10253, 462.00000,   4.33484,  -9.53267,   1.02514,  19.64977,   7.89473,   6.48509,  19.04332,   8.04946,   4.26260,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.10665, 463.00000,   4.51643,  10.25036,  -0.86810,  19.25660,  10.44086,   4.49205,  19.17216,  10.25670,   6.34773,   0.00000,   0.00000,   0.00000,   1.00000,   0.10665, 463.00000,   4.33480,  -9.53325,   1.02448,  19.64981,   7.89532,   6.48443,  19.04336,   8.05005,   4.26327,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.11091, 464.00000,   4.51631,  10.25121,  -0.86778,  19.25672,  10.44170,   4.49237,  19.17228,  10.25755,   6.34741,   0.00000,   0.00000,   0.00000,   1.00000,   0.11091, 464.00000,   4.33466,  -9.53380,   1.02352,  19.64995,   7.89587,   6.48347,  19.04350,   8.05059,   4.26423,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.11502, 465.00000,   4.51640,  10.25187,  -0.86768,  19.25663,  10.44236,   4.49247,  19.17220,  10.25821,   6.34731,   0.00000,   0.00000,   0.00000,   1.00000,   0.11502, 465.00000,   4.33451,  -9.53431,   1.02261,  19.65010,   7.89637,   6.48255,  19.04365,   8.05110,   4.26514,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.11915, 466.00000,   4.51646,  10.25251,  -0.86721,  19.25658,  10.44301,   4.49294,  19.17214,  10.25886,   6.34684,   0.00000,   0.00000,   0.00000,   1.00000,   0.11915, 466.00000,   4.33442,  -9.53474,   1.02138,  19.65019,   7.89680,   6.48133,  19.04374,   8.05153,   4.26637,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.12337, 467.00000,   4.51641,  10.25313,  -0.86697,  19.25663,  10.44362,   4.49318,  19.17219,  10.25947,   6.34660,   0.00000,   0.00000,   0.00000,   1.00000,   0.12337, 467.00000,   4.33437,  -9.53506,   1.02048,  19.65024,   7.89713,   6.48043,  19.04379,   8.05185,   4.26727,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.12753, 468.00000,   4.51624,  10.25378,  -0.86626,  19.25679,  10.44427,   4.49389,  19.17235,  10.26012,   6.34589,   0.00000,   0.00000,   0.00000,   1.00000,   0.12753, 468.00000,   4.33415,  -9.53544,   1.01937,  19.65046,   7.89750,   6.47932,  19.04401,   8.05223,   4.26837,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.13167, 469.00000,   4.51646,  10.25417,  -0.86604,  19.25657,  10.44467,   4.49411,  19.17213,  10.26051,   6.34567,   0.00000,   0.00000,   0.00000,   1.00000,   0.13167, 469.00000,   4.33406,  -9.53572,   1.01827,  19.65056,   7.89778,   6.47822,  19.04411,   8.05251,   4.26948,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.13591, 470.00000,   4.51655,  10.25459,  -0.86565,  19.25648,  10.44509,   4.49451,  19.17204,  10.26094,   6.34527,   0.00000,   0.00000,   0.00000,   1.00000,   0.13591, 470.00000,   4.33405,  -9.53599,   1.01718,  19.65056,   7.89806,   6.47713,  19.04411,   8.05278,   4.27057,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.14005, 471.00000,   4.51649,  10.25502,  -0.86522,  19.25654,  10.44552,   4.49494,  19.17211,  10.26137,   6.34484,   0.00000,   0.00000,   0.00000,   1.00000,   0.14005, 471.00000,   4.33411,  -9.53619,   1.01634,  19.65050,   7.89826,   6.47629,  19.04405,   8.05298,   4.27140,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.14417, 472.00000,   4.51646,  10.25538,  -0.86463,  19.25657,  10.44588,   4.49552,  19.17213,  10.26173,   6.34426,   0.00000,   0.00000,   0.00000,   1.00000,   0.14417, 472.00000,   4.33418,  -9.53647,   1.01520,  19.65043,   7.89854,   6.47515,  19.04398,   8.05326,   4.27254,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.14841, 473.00000,   4.51658,  10.25562,  -0.86444,  19.25645,  10.44612,   4.49571,  19.17201,  10.26197,   6.34407,   0.00000,   0.00000,   0.00000,   1.00000,   0.14841, 473.00000,   4.33431,  -9.53672,   1.01432,  19.65030,   7.89879,   6.47427,  19.04385,   8.05351,   4.27343,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.15253, 474.00000,   4.51665,  10.25589,  -0.86401,  19.25638,  10.44638,   4.49614,  19.17194,  10.26223,   6.34364,   0.00000,   0.00000,   0.00000,   1.00000,   0.15253, 474.00000,   4.33438,  -9.53696,   1.01353,  19.65023,   7.89903,   6.47348,  19.04378,   8.05375,   4.27421,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.15669, 475.00000,   4.51666,  10.25620,  -0.86355,  19.25637,  10.44669,   4.49660,  19.17194,  10.26254,   6.34318,   0.00000,   0.00000,   0.00000,   1.00000,   0.15669, 475.00000,   4.33441,  -9.53725,   1.01276,  19.65020,   7.89932,   6.47271,  19.04375,   8.05404,   4.27498,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.16092, 476.00000,   4.51668,  10.25641,  -0.86321,  19.25635,  10.44691,   4.49694,  19.17192,  10.26275,   6.34284,   0.00000,   0.00000,   0.00000,   1.00000,   0.16092, 476.00000,   4.33460,  -9.53749,   1.01219,  19.65001,   7.89956,   6.47214,  19.04356,   8.05428,   4.27555,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.16505, 477.00000,   4.51653,  10.25664,  -0.86315,  19.25650,  10.44714,   4.49700,  19.17207,  10.26298,   6.34278,   0.00000,   0.00000,   0.00000,   1.00000,   0.16505, 477.00000,   4.33461,  -9.53779,   1.01163,  19.65000,   7.89986,   6.47157,  19.04355,   8.05458,   4.27612,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.16914, 478.00000,   4.51678,  10.25677,  -0.86268,  19.25625,  10.44727,   4.49747,  19.17182,  10.26312,   6.34231,   0.00000,   0.00000,   0.00000,   1.00000,   0.16914, 478.00000,   4.33472,  -9.53802,   1.01139,  19.64989,   7.90009,   6.47134,  19.04344,   8.05481,   4.27636,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.17342, 479.00000,   4.51680,  10.25695,  -0.86239,  19.25623,  10.44744,   4.49777,  19.17180,  10.26329,   6.34201,   0.00000,   0.00000,   0.00000,   1.00000,   0.17342, 479.00000,   4.33465,  -9.53834,   1.01132,  19.64996,   7.90041,   6.47127,  19.04351,   8.05514,   4.27642,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.17753, 480.00000,   4.51685,  10.25707,  -0.86220,  19.25618,  10.44757,   4.49795,  19.17175,  10.26342,   6.34183,   0.00000,   0.00000,   0.00000,   1.00000,   0.17753, 480.00000,   4.33491,  -9.53855,   1.01108,  19.64970,   7.90061,   6.47103,  19.04325,   8.05534,   4.27667,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
