trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.00013,   0.00000,   4.58516,  10.53809,   0.44170,  17.91761,  10.57701,   6.29880,  17.93544,  10.50266,   4.99671,   0.00000,   0.00000,   0.00000,   1.00000,   0.00013,   0.00000,   4.10025, -11.12531,   0.02730,  18.63318,   9.57178,   5.73620,  18.64923,   9.73022,   5.61722,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02629,   6.00000,   4.58513,  10.53686,   0.43990,  17.91763,  10.57578,   6.29700,  17.93546,  10.50143,   4.99850,   0.00000,   0.00000,   0.00000,   1.00000,   0.02629,   6.00000,   4.10113, -11.13269,   0.02777,  18.63230,   9.57917,   5.73667,  18.64835,   9.73760,   5.61675,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02842,   7.00000,   4.58510,  10.53671,   0.43971,  17.91767,  10.57562,   6.29681,  17.93550,  10.50128,   4.99869,   0.00000,   0.00000,   0.00000,   1.00000,   0.02842,   7.00000,   4.10113, -11.13382,   0.02804,  18.63230,   9.58030,   5.73694,  18.64835,   9.73873,   5.61648,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03255,   8.00000,   4.58499,  10.53664,   0.43984,  17.91778,  10.57556,   6.29694,  17.93561,  10.50121,   4.99856,   0.00000,   0.00000,   0.00000,   1.00000,   0.03255,   8.00000,   4.10135, -11.13483,   0.02870,  18.63208,   9.58131,   5.73761,  18.64813,   9.73974,   5.61582,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03677,   9.00000,   4.58502,  10.53661,   0.43953,  17.91774,  10.57553,   6.29664,  17.93557,  10.50118,   4.99887,   0.00000,   0.00000,   0.00000,   1.00000,   0.03677,   9.00000,   4.10130, -11.13582,   0.02890,  18.63213,   9.58229,   5.73780,  18.64817,   9.74073,   5.61562,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04085,  10.00000,   4.58500,  10.53655,   0.43965,  17.91777,  10.57547,   6.29675,  17.93560,  10.50112,   4.99876,   0.00000,   0.00000,   0.00000,   1.00000,   0.04085,  10.00000,   4.10148, -11.13671,   0.02955,  18.63195,   9.58318,   5.73846,  18.64800,   9.74161,   5.61497,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04498,  11.00000,   4.58510,  10.53645,   0.43975,  17.91767,  10.57536,   6.29685,  17.93550,  10.50102,   4.99866,   0.00000,   0.00000,   0.00000,   1.00000,   0.04498,  11.00000,   4.10162, -11.13752,   0.02982,  18.63181,   9.58400,   5.73873,  18.64786,   9.74243,   5.61469,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04912,  12.00000,   4.58501,  10.53650,   0.43980,  17.91776,  10.57541,   6.29690,  17.93559,  10.50107,   4.99861,   0.00000,   0.00000,   0.00000,   1.00000,   0.04912,  12.00000,   4.10179, -11.13830,   0.03014,  18.63164,   9.58478,   5.73904,  18.64769,   9.74321,   5.61438,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05336,  13.00000,   4.58503,  10.53646,   0.43984,  17.91774,  10.57537,   6.29694,  17.93557,  10.50103,   4.99856,   0.00000,   0.00000,   0.00000,   1.00000,   0.05336,  13.00000,   4.10184, -11.13894,   0.03048,  18.63159,   9.58542,   5.73939,  18.64764,   9.74385,   5.61404,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05748,  14.00000,   4.58507,  10.53648,   0.43992,  17.91770,  10.57539,   6.29702,  17.93553,  10.50105,   4.99848,   0.00000,   0.00000,   0.00000,   1.00000,   0.05748,  14.00000,   4.10201, -11.13949,   0.03084,  18.63142,   9.58597,   5.73975,  18.64747,   9.74440,   5.61368,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06161,  15.00000,   4.58506,  10.53652,   0.44009,  17.91771,  10.57543,   6.29719,  17.93554,  10.50109,   4.99831,   0.00000,   0.00000,   0.00000,   1.00000,   0.06161,  15.00000,   4.10186, -11.14005,   0.03114,  18.63157,   9.58653,   5.74004,  18.64762,   9.74496,   5.61338,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06588,  16.00000,   4.58510,  10.53658,   0.44035,  17.91767,  10.57549,   6.29745,  17.93550,  10.50115,   4.99805,   0.00000,   0.00000,   0.00000,   1.00000,   0.06588,  16.00000,   4.10212, -11.14046,   0.03159,  18.63131,   9.58694,   5.74049,  18.64736,   9.74537,   5.61293,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06998,  17.00000,   4.58513,  10.53667,   0.44061,  17.91764,  10.57559,   6.29771,  17.93547,  10.50124,   4.99780,   0.00000,   0.00000,   0.00000,   1.00000,   0.06998,  17.00000,   4.10211, -11.14083,   0.03161,  18.63132,   9.58731,   5.74052,  18.64737,   9.74574,   5.61291,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.07407,  18.00000,   4.58513,  10.53678,   0.44070,  17.91763,  10.57569,   6.29780,  17.93546,  10.50135,   4.99770,   0.00000,   0.00000,   0.00000,   1.00000,   0.07407,  18.00000,   4.10225, -11.14108,   0.03212,  18.63119,   9.58755,   5.74103,  18.64723,   9.74599,   5.61240,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.07837,  19.00000,   4.58518,  10.53692,   0.44088,  17.91759,  10.57583,   6.29798,  17.93542,  10.50149,   4.99753,   0.00000,   0.00000,   0.00000,   1.00000,   0.07837,  19.00000,   4.10214, -11.14131,   0.03241,  18.63129,   9.58778,   5.74131,  18.64734,   9.74621,   5.61211,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08249,  20.00000,   4.58516,  10.53714,   0.44117,  17.91761,  10.57605,   6.29827,  17.93544,  10.50171,   4.99723,   0.00000,   0.00000,   0.00000,   1.00000,   0.08249,  20.00000,   4.10218, -11.14137,   0.03285,  18.63126,   9.58784,   5.74176,  18.64730,   9.74627,   5.61167,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08661,  21.00000,   4.58529,  10.53732,   0.44147,  17.91748,  10.57623,   6.29857,  17.93531,  10.50189,   4.99694,   0.00000,   0.00000,   0.00000,   1.00000,   0.08661,  21.00000,   4.10222, -11.14134,   0.03282,  18.63121,   9.58782,   5.74172,  18.64725,   9.74625,   5.61170,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09087,  22.00000,   4.58511,  10.53760,   0.44213,  17.91765,  10.57651,   6.29923,  17.93548,  10.50217,   4.99627,   0.00000,   0.00000,   0.00000,   1.00000,   0.09087,  22.00000,   4.10237, -11.14123,   0.03275,  18.63106,   9.58771,   5.74165,  18.64711,   9.74614,   5.61177,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09501,  23.00000,   4.58513,  10.53787,   0.44217,  17.91763,  10.57679,   6.29927,  17.93546,  10.50244,   4.99624,   0.00000,   0.00000,   0.00000,   1.00000,   0.09501,  23.00000,   4.10228, -11.14112,   0.03280,  18.63115,   9.58759,   5.74170,  18.64720,   9.74603,   5.61172,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09921,  24.00000,   4.58529,  10.53804,   0.44231,  17.91748,  10.57695,   6.29941,  17.93531,  10.50261,   4.99609,   0.00000,   0.00000,   0.00000,   1.00000,   0.09921,  24.00000,   4.10214, -11.14096,   0.03313,  18.63129,   9.58743,   5.74203,  18.64734,   9.74587,   5.61139,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10335,  25.00000,   4.58543,  10.53815,   0.44277,  17.91734,  10.57707,   6.29987,  17.93517,  10.50272,   4.99563,   0.00000,   0.00000,   0.00000,   1.00000,   0.10335,  25.00000,   4.10198, -11.14071,   0.03305,  18.63145,   9.58719,   5.74195,  18.64750,   9.74562,   5.61147,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10749,  26.00000,   4.58541,  10.53833,   0.44284,  17.91736,  10.57725,   6.29994,  17.93519,  10.50290,   4.99556,   0.00000,   0.00000,   0.00000,   1.00000,   0.10749,  26.00000,   4.10189, -11.14043,   0.03311,  18.63154,   9.58691,   5.74201,  18.64759,   9.74534,   5.61141,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11160,  27.00000,   4.58530,  10.53862,   0.44288,  17.91746,  10.57753,   6.29998,  17.93529,  10.50319,   4.99552,   0.00000,   0.00000,   0.00000,   1.00000,   0.11160,  27.00000,   4.10193, -11.14004,   0.03301,  18.63150,   9.58652,   5.74192,  18.64755,   9.74495,   5.61151,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11585,  28.00000,   4.58546,  10.53875,   0.44308,  17.91731,  10.57767,   6.30019,  17.93514,  10.50332,   4.99532,   0.00000,   0.00000,   0.00000,   1.00000,   0.11585,  28.00000,   4.10176, -11.13967,   0.03315,  18.63167,   9.58615,   5.74205,  18.64772,   9.74458,   5.61137,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11999,  29.00000,   4.58545,  10.53899,   0.44348,  17.91732,  10.57790,   6.30058,  17.93514,  10.50356,   4.99493,   0.00000,   0.00000,   0.00000,   1.00000,   0.11999,  29.00000,   4.10181, -11.13925,   0.03317,  18.63162,   9.58572,   5.74208,  18.64766,   9.74415,   5.61135,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.12411,  30.00000,   4.58545,  10.53919,   0.44337,  17.91731,  10.57811,   6.30047,  17.93514,  10.50376,   4.99503,   0.00000,   0.00000,   0.00000,   1.00000,   0.12411,  30.00000,   4.10185, -11.13865,   0.03319,  18.63158,   9.58512,   5.74210,  18.64763,   9.74355,   5.61133,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.12839,  31.00000,   4.58555,  10.53936,   0.44342,  17.91722,  10.57828,   6.30052,  17.93505,  10.50393,   4.99499,   0.00000,   0.00000,   0.00000,   1.00000,   0.12839,  31.00000,   4.10170, -11.13807,   0.03311,  18.63173,   9.58455,   5.74202,  18.64778,   9.74298,   5.61140,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.13249,  32.00000,   4.58544,  10.53959,   0.44339,  17.91732,  10.57851,   6.30049,  17.93515,  10.50416,   4.99502,   0.00000,   0.00000,   0.00000,   1.00000,   0.13249,  32.00000,   4.10163, -11.13746,   0.03302,  18.63180,   9.58394,   5.74192,  18.64785,   9.74237,   5.61150,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.13663,  33.00000,   4.58542,  10.53979,   0.44325,  17.91735,  10.57870,   6.30035,  17.93518,  10.50436,   4.99515,   0.00000,   0.00000,   0.00000,   1.00000,   0.13663,  33.00000,   4.10155, -11.13689,   0.03318,  18.63188,   9.58337,   5.74208,  18.64793,   9.74180,   5.61134,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.14086,  34.00000,   4.58554,  10.53990,   0.44330,  17.91723,  10.57882,   6.30040,  17.93506,  10.50447,   4.99510,   0.00000,   0.00000,   0.00000,   1.00000,   0.14086,  34.00000,   4.10140, -11.13635,   0.03344,  18.63203,   9.58283,   5.74234,  18.64808,   9.74126,   5.61108,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.14501,  35.00000,   4.58564,  10.54001,   0.44320,  17.91712,  10.57892,   6.30030,  17.93495,  10.50458,   4.99521,   0.00000,   0.00000,   0.00000,   1.00000,   0.14501,  35.00000,   4.10115, -11.13588,   0.03354,  18.63228,   9.58235,   5.74244,  18.64833,   9.74078,   5.61098,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.14911,  36.00000,   4.58557,  10.54020,   0.44321,  17.91719,  10.57912,   6.30031,  17.93502,  10.50477,   4.99519,   0.00000,   0.00000,   0.00000,   1.00000,   0.14911,  36.00000,   4.10098, -11.13544,   0.03350,  18.63245,   9.58192,   5.74240,  18.64849,   9.74035,   5.61102,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.15333,  37.00000,   4.58564,  10.54039,   0.44305,  17.91713,  10.57930,   6.30015,  17.93496,  10.50496,   4.99535,   0.00000,   0.00000,   0.00000,   1.00000,   0.15333,  37.00000,   4.10108, -11.13493,   0.03369,  18.63235,   9.58141,   5.74259,  18.64840,   9.73984,   5.61083,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.15750,  38.00000,   4.58570,  10.54056,   0.44309,  17.91707,  10.57947,   6.30019,  17.93490,  10.50513,   4.99532,   0.00000,   0.00000,   0.00000,   1.00000,   0.15750,  38.00000,   4.10080, -11.13464,   0.03390,  18.63263,   9.58111,   5.74281,  18.64868,   9.73954,   5.61062,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.16161,  39.00000,   4.58574,  10.54078,   0.44281,  17.91703,  10.57970,   6.29991,  17.93486,  10.50535,   4.99559,   0.00000,   0.00000,   0.00000,   1.00000,   0.16161,  39.00000,   4.10082, -11.13419,   0.03384,  18.63261,   9.58066,   5.74274,  18.64866,   9.73909,   5.61068,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.16588,  40.00000,   4.58596,  10.54090,   0.44263,  17.91680,  10.57981,   6.29973,  17.93463,  10.50547,   4.99578,   0.00000,   0.00000,   0.00000,   1.00000,   0.16588,  40.00000,   4.10069, -11.13382,   0.03402,  18.63274,   9.58030,   5.74292,  18.64879,   9.73873,   5.61050,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.17000,  41.00000,   4.58595,  10.54116,   0.44231,  17.91682,  10.58008,   6.29941,  17.93465,  10.50573,   4.99609,   0.00000,   0.00000,   0.00000,   1.00000,   0.17000,  41.00000,   4.10071, -11.13348,   0.03414,  18.63272,   9.57996,   5.74305,  18.64877,   9.73839,   5.61037,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.17408,  42.00000,   4.58606,  10.54136,   0.44204,  17.91671,  10.58028,   6.29914,  17.93454,  10.50593,   4.99636,   0.00000,   0.00000,   0.00000,   1.00000,   0.17408,  42.00000,   4.10064, -11.13314,   0.03433,  18.63279,   9.57962,   5.74323,  18.64884,   9.73805,   5.61019,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.17823,  43.00000,   4.58557,  10.54189,   0.44142,  17.91719,  10.58080,   6.29852,  17.93502,  10.50646,   4.99699,   0.00000,   0.00000,   0.00000,   1.00000,   0.17823,  43.00000,   4.10102, -11.13261,   0.03449,  18.63241,   9.57909,   5.74339,  18.64846,   9.73752,   5.61003,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.18250,  44.00000,   4.58580,  10.54199,   0.44141,  17.91697,  10.58090,   6.29851,  17.93480,  10.50656,   4.99699,   0.00000,   0.00000,   0.00000,   1.00000,   0.18250,  44.00000,   4.10062, -11.13261,   0.03463,  18.63281,   9.57909,   5.74353,  18.64886,   9.73752,   5.60989,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.18660,  45.00000,   4.58589,  10.54218,   0.44129,  17.91688,  10.58109,   6.29839,  17.93471,  10.50675,   4.99711,   0.00000,   0.00000,   0.00000,   1.00000,   0.18660,  45.00000,   4.10035, -11.13259,   0.03467,  18.63308,   9.57907,   5.74357,  18.64913,   9.73750,   5.60985,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.19090,  46.00000,   4.58580,  10.54243,   0.44115,  17.91697,  10.58135,   6.29825,  17.93480,  10.50700,   4.99726,   0.00000,   0.00000,   0.00000,   1.00000,   0.19090,  46.00000,   4.10041, -11.13236,   0.03499,  18.63302,   9.57884,   5.74390,  18.64907,   9.73727,   5.60953,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.19494,  47.00000,   4.58596,  10.54259,   0.44116,  17.91681,  10.58151,   6.29826,  17.93464,  10.50716,   4.99725,   0.00000,   0.00000,   0.00000,   1.00000,   0.19494,  47.00000,   4.10029, -11.13235,   0.03490,  18.63314,   9.57882,   5.74381,  18.64918,   9.73725,   5.60961,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.19910,  48.00000,   4.58605,  10.54283,   0.44113,  17.91672,  10.58174,   6.29823,  17.93455,  10.50740,   4.99727,   0.00000,   0.00000,   0.00000,   1.00000,   0.19910,  48.00000,   4.10040, -11.13227,   0.03467,  18.63303,   9.57875,   5.74357,  18.64907,   9.73718,   5.60985,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.20337,  49.00000,   4.58618,  10.54302,   0.44119,  17.91659,  10.58194,   6.29829,  17.93442,  10.50759,   4.99721,   0.00000,   0.00000,   0.00000,   1.00000,   0.20337,  49.00000,   4.10047, -11.13224,   0.03458,  18.63296,   9.57871,   5.74349,  18.64901,   9.73715,   5.60993,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.20746,  50.00000,   4.58617,  10.54335,   0.44100,  17.91660,  10.58227,   6.29811,  17.93443,  10.50792,   4.99740,   0.00000,   0.00000,   0.00000,   1.00000,   0.20746,  50.00000,   4.10049, -11.13226,   0.03442,  18.63294,   9.57873,   5.74333,  18.64899,   9.73717,   5.61009,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.21160,  51.00000,   4.58621,  10.54366,   0.44096,  17.91656,  10.58258,   6.29806,  17.93439,  10.50823,   4.99744,   0.00000,   0.00000,   0.00000,   1.00000,   0.21160,  51.00000,   4.10063, -11.13224,   0.03464,  18.63280,   9.57871,   5.74354,  18.64885,   9.73714,   5.60988,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.21586,  52.00000,   4.58625,  10.54396,   0.44104,  17.91652,  10.58287,   6.29814,  17.93435,  10.50853,   4.99736,   0.00000,   0.00000,   0.00000,   1.00000,   0.21586,  52.00000,   4.10066, -11.13233,   0.03433,  18.63277,   9.57881,   5.74324,  18.64882,   9.73724,   5.61019,   0.00000,   0.00000,   0.00000, 
