trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.00008,   0.00000,   5.03169,  10.79540,   0.91982,  18.84777,  10.25738,   5.44399,  18.89018,  10.20256,   6.98795,   0.00000,   0.00000,   0.00000,   1.00000,   0.00008,   0.00000,   4.14735, -11.16926,   0.46502,  18.84667,   9.78497,   4.69087,  19.30562,   9.94986,   7.28777,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02503,   6.00000,   5.03154,  10.79558,   0.91990,  18.84791,  10.25756,   5.44408,  18.89033,  10.20275,   6.98786,   0.00000,   0.00000,   0.00000,   1.00000,   0.02503,   6.00000,   4.14687, -11.16856,   0.46501,  18.84714,   9.78427,   4.69086,  19.30610,   9.94916,   7.28778,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02793,   7.00000,   5.03168,  10.79556,   0.91983,  18.84777,  10.25754,   5.44401,  18.89018,  10.20272,   6.98793,   0.00000,   0.00000,   0.00000,   1.00000,   0.02793,   7.00000,   4.14682, -11.16840,   0.46493,  18.84719,   9.78412,   4.69078,  19.30615,   9.94900,   7.28786,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03202,   8.00000,   5.03167,  10.79558,   0.91993,  18.84778,  10.25756,   5.44410,  18.89020,  10.20275,   6.98783,   0.00000,   0.00000,   0.00000,   1.00000,   0.03202,   8.00000,   4.14692, -11.16823,   0.46482,  18.84709,   9.78395,   4.69067,  19.30605,   9.94883,   7.28797,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03612,   9.00000,   5.03165,  10.79563,   0.91999,  18.84780,  10.25761,   5.44416,  18.89022,  10.20279,   6.98778,   0.00000,   0.00000,   0.00000,   1.00000,   0.03612,   9.00000,   4.14678, -11.16807,   0.46493,  18.84724,   9.78378,   4.69078,  19.30619,   9.94867,   7.28786,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04036,  10.00000,   5.03163,  10.79568,   0.91995,  18.84783,  10.25766,   5.44412,  18.89024,  10.20284,   6.98781,   0.00000,   0.00000,   0.00000,   1.00000,   0.04036,  10.00000,   4.14665, -11.16791,   0.46501,  18.84736,   9.78363,   4.69085,  19.30631,   9.94851,   7.28779,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04459,  11.00000,   5.03161,  10.79572,   0.91992,  18.84785,  10.25770,   5.44409,  18.89026,  10.20288,   6.98784,   0.00000,   0.00000,   0.00000,   1.00000,   0.04459,  11.00000,   4.14666, -11.16769,   0.46505,  18.84735,   9.78340,   4.69090,  19.30631,   9.94829,   7.28774,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04860,  12.00000,   5.03151,  10.79578,   0.92002,  18.84795,  10.25776,   5.44420,  18.89036,  10.20295,   6.98774,   0.00000,   0.00000,   0.00000,   1.00000,   0.04860,  12.00000,   4.14648, -11.16752,   0.46526,  18.84754,   9.78323,   4.69111,  19.30649,   9.94812,   7.28753,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05286,  13.00000,   5.03155,  10.79582,   0.91990,  18.84791,  10.25780,   5.44407,  18.89032,  10.20299,   6.98786,   0.00000,   0.00000,   0.00000,   1.00000,   0.05286,  13.00000,   4.14646, -11.16729,   0.46491,  18.84756,   9.78300,   4.69076,  19.30651,   9.94789,   7.28788,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05696,  14.00000,   5.03161,  10.79585,   0.91976,  18.84785,  10.25783,   5.44394,  18.89026,  10.20301,   6.98800,   0.00000,   0.00000,   0.00000,   1.00000,   0.05696,  14.00000,   4.14618, -11.16718,   0.46488,  18.84783,   9.78289,   4.69073,  19.30679,   9.94778,   7.28791,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06110,  15.00000,   5.03160,  10.79587,   0.91975,  18.84786,  10.25785,   5.44393,  18.89027,  10.20304,   6.98801,   0.00000,   0.00000,   0.00000,   1.00000,   0.06110,  15.00000,   4.14627, -11.16692,   0.46491,  18.84774,   9.78263,   4.69076,  19.30670,   9.94752,   7.28788,   0.00000,   0.00000,   0.00000, 
