trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   1.16253,   0.00000,   4.52204,  10.18902,  -0.67428,  19.25099,  10.37952,   4.68587,  19.16656,  10.19537,   6.15391,   0.00000,   0.00000,   0.00000,   1.00000,   1.16253,   0.00000,   4.45738,  -8.63387,   0.51114,  19.52724,   6.99594,   5.97108,  18.92079,   7.15066,   4.77661,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.00087, 859.00000,   4.51787,  10.34558,  -0.83059,  19.25517,  10.53608,   4.52956,  19.17073,  10.35193,   6.31022,   0.00000,   0.00000,   0.00000,   1.00000,   0.00087, 859.00000,   4.07634,  -8.64686,   1.20917,  19.90827,   7.00892,   6.66912,  19.30182,   7.16365,   4.07858,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.00300, 860.00000,   4.51802,  10.34563,  -0.83061,  19.25501,  10.53612,   4.52954,  19.17057,  10.35197,   6.31024,   0.00000,   0.00000,   0.00000,   1.00000,   0.00300, 860.00000,   4.07655,  -8.64745,   1.20790,  19.90806,   7.00952,   6.66785,  19.30161,   7.16424,   4.07985,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.00722, 861.00000,   4.51798,  10.34579,  -0.83037,  19.25505,  10.53629,   4.52978,  19.17062,  10.35214,   6.31000,   0.00000,   0.00000,   0.00000,   1.00000,   0.00722, 861.00000,   4.07684,  -8.64801,   1.20671,  19.90777,   7.01008,   6.66666,  19.30132,   7.16480,   4.08104,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.01134, 862.00000,   4.51798,  10.34586,  -0.83018,  19.25505,  10.53636,   4.52997,  19.17062,  10.35220,   6.30981,   0.00000,   0.00000,   0.00000,   1.00000,   0.01134, 862.00000,   4.07709,  -8.64859,   1.20542,  19.90752,   7.01065,   6.66537,  19.30107,   7.16538,   4.08233,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.01548, 863.00000,   4.51801,  10.34586,  -0.83028,  19.25502,  10.53635,   4.52987,  19.17058,  10.35220,   6.30991,   0.00000,   0.00000,   0.00000,   1.00000,   0.01548, 863.00000,   4.07719,  -8.64923,   1.20418,  19.90742,   7.01130,   6.66413,  19.30097,   7.16602,   4.08357,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.01975, 864.00000,   4.51806,  10.34587,  -0.83021,  19.25497,  10.53637,   4.52994,  19.17053,  10.35222,   6.30984,   0.00000,   0.00000,   0.00000,   1.00000,   0.01975, 864.00000,   4.07752,  -8.64977,   1.20281,  19.90709,   7.01184,   6.66276,  19.30064,   7.16656,   4.08493,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.02385, 865.00000,   4.51825,  10.34588,  -0.83006,  19.25478,  10.53638,   4.53009,  19.17035,  10.35222,   6.30969,   0.00000,   0.00000,   0.00000,   1.00000,   0.02385, 865.00000,   4.07760,  -8.65041,   1.20145,  19.90701,   7.01248,   6.66140,  19.30056,   7.16720,   4.08630,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.02800, 866.00000,   4.51830,  10.34589,  -0.82976,  19.25473,  10.53639,   4.53039,  19.17029,  10.35224,   6.30939,   0.00000,   0.00000,   0.00000,   1.00000,   0.02800, 866.00000,   4.07773,  -8.65097,   1.20019,  19.90688,   7.01303,   6.66014,  19.30043,   7.16776,   4.08755,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.03221, 867.00000,   4.51832,  10.34593,  -0.82956,  19.25472,  10.53643,   4.53059,  19.17028,  10.35227,   6.30919,   0.00000,   0.00000,   0.00000,   1.00000,   0.03221, 867.00000,   4.07801,  -8.65148,   1.19871,  19.90661,   7.01355,   6.65866,  19.30016,   7.16827,   4.08904,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.03634, 868.00000,   4.51832,  10.34589,  -0.82932,  19.25471,  10.53639,   4.53083,  19.17028,  10.35224,   6.30895,   0.00000,   0.00000,   0.00000,   1.00000,   0.03634, 868.00000,   4.07811,  -8.65208,   1.19729,  19.90651,   7.01415,   6.65724,  19.30005,   7.16887,   4.09046,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.04046, 869.00000,   4.51829,  10.34587,  -0.82894,  19.25474,  10.53637,   4.53121,  19.17031,  10.35222,   6.30857,   0.00000,   0.00000,   0.00000,   1.00000,   0.04046, 869.00000,   4.07833,  -8.65258,   1.19592,  19.90629,   7.01465,   6.65587,  19.29984,   7.16937,   4.09183,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.04472, 870.00000,   4.51841,  10.34574,  -0.82843,  19.25462,  10.53624,   4.53172,  19.17018,  10.35209,   6.30805,   0.00000,   0.00000,   0.00000,   1.00000,   0.04472, 870.00000,   4.07844,  -8.65313,   1.19450,  19.90617,   7.01520,   6.65445,  19.29972,   7.16992,   4.09325,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.04887, 871.00000,   4.51852,  10.34560,  -0.82782,  19.25452,  10.53610,   4.53233,  19.17008,  10.35195,   6.30745,   0.00000,   0.00000,   0.00000,   1.00000,   0.04887, 871.00000,   4.07859,  -8.65364,   1.19315,  19.90603,   7.01571,   6.65310,  19.29958,   7.17043,   4.09460,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.05298, 872.00000,   4.51862,  10.34547,  -0.82753,  19.25441,  10.53597,   4.53262,  19.16998,  10.35181,   6.30716,   0.00000,   0.00000,   0.00000,   1.00000,   0.05298, 872.00000,   4.07868,  -8.65413,   1.19200,  19.90593,   7.01620,   6.65195,  19.29948,   7.17093,   4.09575,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.05723, 873.00000,   4.51889,  10.34518,  -0.82700,  19.25414,  10.53568,   4.53315,  19.16970,  10.35153,   6.30663,   0.00000,   0.00000,   0.00000,   1.00000,   0.05723, 873.00000,   4.07879,  -8.65460,   1.19063,  19.90582,   7.01667,   6.65058,  19.29937,   7.17139,   4.09711,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.06134, 874.00000,   4.51876,  10.34510,  -0.82678,  19.25427,  10.53560,   4.53337,  19.16983,  10.35145,   6.30641,   0.00000,   0.00000,   0.00000,   1.00000,   0.06134, 874.00000,   4.07885,  -8.65511,   1.18935,  19.90577,   7.01718,   6.64930,  19.29931,   7.17190,   4.09840,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.06547, 875.00000,   4.51863,  10.34513,  -0.82652,  19.25441,  10.53563,   4.53363,  19.16997,  10.35147,   6.30615,   0.00000,   0.00000,   0.00000,   1.00000,   0.06547, 875.00000,   4.07897,  -8.65558,   1.18822,  19.90565,   7.01765,   6.64817,  19.29920,   7.17237,   4.09952,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.06974, 876.00000,   4.51865,  10.34516,  -0.82613,  19.25438,  10.53565,   4.53402,  19.16995,  10.35150,   6.30576,   0.00000,   0.00000,   0.00000,   1.00000,   0.06974, 876.00000,   4.07909,  -8.65606,   1.18700,  19.90552,   7.01812,   6.64695,  19.29907,   7.17285,   4.10074,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.07386, 877.00000,   4.51857,  10.34513,  -0.82604,  19.25446,  10.53562,   4.53411,  19.17003,  10.35147,   6.30567,   0.00000,   0.00000,   0.00000,   1.00000,   0.07386, 877.00000,   4.07911,  -8.65654,   1.18620,  19.90550,   7.01861,   6.64615,  19.29905,   7.17333,   4.10155,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.07798, 878.00000,   4.51880,  10.34497,  -0.82590,  19.25423,  10.53547,   4.53425,  19.16980,  10.35132,   6.30553,   0.00000,   0.00000,   0.00000,   1.00000,   0.07798, 878.00000,   4.07925,  -8.65706,   1.18512,  19.90536,   7.01913,   6.64507,  19.29891,   7.17385,   4.10263,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.08221, 879.00000,   4.51875,  10.34504,  -0.82582,  19.25428,  10.53554,   4.53433,  19.16984,  10.35139,   6.30545,   0.00000,   0.00000,   0.00000,   1.00000,   0.08221, 879.00000,   4.07935,  -8.65758,   1.18418,  19.90527,   7.01965,   6.64413,  19.29882,   7.17437,   4.10357,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.08633, 880.00000,   4.51867,  10.34510,  -0.82571,  19.25436,  10.53560,   4.53444,  19.16993,  10.35145,   6.30534,   0.00000,   0.00000,   0.00000,   1.00000,   0.08633, 880.00000,   4.07951,  -8.65810,   1.18347,  19.90510,   7.02017,   6.64342,  19.29865,   7.17489,   4.10428,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.09047, 881.00000,   4.51862,  10.34517,  -0.82580,  19.25441,  10.53567,   4.53435,  19.16998,  10.35152,   6.30543,   0.00000,   0.00000,   0.00000,   1.00000,   0.09047, 881.00000,   4.07963,  -8.65865,   1.18280,  19.90498,   7.02072,   6.64275,  19.29853,   7.17544,   4.10495,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.09471, 882.00000,   4.51857,  10.34528,  -0.82564,  19.25446,  10.53577,   4.53451,  19.17002,  10.35162,   6.30527,   0.00000,   0.00000,   0.00000,   1.00000,   0.09471, 882.00000,   4.07982,  -8.65920,   1.18210,  19.90480,   7.02127,   6.64205,  19.29835,   7.17599,   4.10565,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.09884, 883.00000,   4.51860,  10.34535,  -0.82588,  19.25443,  10.53585,   4.53427,  19.16999,  10.35170,   6.30551,   0.00000,   0.00000,   0.00000,   1.00000,   0.09884, 883.00000,   4.07998,  -8.65981,   1.18163,  19.90463,   7.02187,   6.64158,  19.29818,   7.17660,   4.10611,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.10297, 884.00000,   4.51864,  10.34545,  -0.82588,  19.25439,  10.53595,   4.53427,  19.16995,  10.35180,   6.30551,   0.00000,   0.00000,   0.00000,   1.00000,   0.10297, 884.00000,   4.08023,  -8.66039,   1.18117,  19.90439,   7.02246,   6.64111,  19.29794,   7.17719,   4.10658,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.10722, 885.00000,   4.51846,  10.34564,  -0.82608,  19.25457,  10.53614,   4.53407,  19.17014,  10.35199,   6.30571,   0.00000,   0.00000,   0.00000,   1.00000,   0.10722, 885.00000,   4.08038,  -8.66106,   1.18087,  19.90423,   7.02312,   6.64082,  19.29778,   7.17785,   4.10688,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.11134, 886.00000,   4.51858,  10.34575,  -0.82608,  19.25445,  10.53624,   4.53407,  19.17002,  10.35209,   6.30570,   0.00000,   0.00000,   0.00000,   1.00000,   0.11134, 886.00000,   4.08053,  -8.66177,   1.18078,  19.90409,   7.02384,   6.64073,  19.29763,   7.17856,   4.10697,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.11546, 887.00000,   4.51855,  10.34592,  -0.82597,  19.25448,  10.53642,   4.53418,  19.17004,  10.35226,   6.30560,   0.00000,   0.00000,   0.00000,   1.00000,   0.11546, 887.00000,   4.08068,  -8.66255,   1.18102,  19.90393,   7.02461,   6.64097,  19.29748,   7.17934,   4.10672,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.11972, 888.00000,   4.51854,  10.34608,  -0.82602,  19.25449,  10.53658,   4.53413,  19.17006,  10.35243,   6.30565,   0.00000,   0.00000,   0.00000,   1.00000,   0.11972, 888.00000,   4.08073,  -8.66358,   1.18152,  19.90388,   7.02565,   6.64147,  19.29743,   7.18037,   4.10623,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.12385, 889.00000,   4.51860,  10.34625,  -0.82613,  19.25443,  10.53674,   4.53402,  19.17000,  10.35259,   6.30576,   0.00000,   0.00000,   0.00000,   1.00000,   0.12385, 889.00000,   4.08075,  -8.66481,   1.18236,  19.90386,   7.02687,   6.64231,  19.29741,   7.18160,   4.10539,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.12796, 890.00000,   4.51852,  10.34649,  -0.82632,  19.25451,  10.53699,   4.53383,  19.17008,  10.35283,   6.30595,   0.00000,   0.00000,   0.00000,   1.00000,   0.12796, 890.00000,   4.08071,  -8.66638,   1.18377,  19.90390,   7.02845,   6.64372,  19.29745,   7.18317,   4.10397,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.13222, 891.00000,   4.51865,  10.34665,  -0.82632,  19.25438,  10.53715,   4.53383,  19.16995,  10.35300,   6.30595,   0.00000,   0.00000,   0.00000,   1.00000,   0.13222, 891.00000,   4.08065,  -8.66959,   1.18671,  19.90396,   7.03166,   6.64666,  19.29751,   7.18638,   4.10103,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.13633, 892.00000,   4.51867,  10.34686,  -0.82621,  19.25436,  10.53736,   4.53394,  19.16993,  10.35320,   6.30584,   0.00000,   0.00000,   0.00000,   1.00000,   0.13633, 892.00000,   4.08063,  -8.67298,   1.19059,  19.90399,   7.03505,   6.65054,  19.29754,   7.18977,   4.09716,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.14048, 893.00000,   4.51872,  10.34706,  -0.82626,  19.25431,  10.53756,   4.53389,  19.16988,  10.35340,   6.30589,   0.00000,   0.00000,   0.00000,   1.00000,   0.14048, 893.00000,   4.08073,  -8.67658,   1.19476,  19.90389,   7.03865,   6.65471,  19.29743,   7.19337,   4.09298,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.14474, 894.00000,   4.51887,  10.34720,  -0.82621,  19.25416,  10.53770,   4.53394,  19.16973,  10.35354,   6.30584,   0.00000,   0.00000,   0.00000,   1.00000,   0.14474, 894.00000,   4.08093,  -8.68064,   1.19972,  19.90368,   7.04270,   6.65966,  19.29723,   7.19743,   4.08803,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.14886, 895.00000,   4.51892,  10.34742,  -0.82626,  19.25411,  10.53791,   4.53389,  19.16967,  10.35376,   6.30589,   0.00000,   0.00000,   0.00000,   1.00000,   0.14886, 895.00000,   4.08135,  -8.68442,   1.20449,  19.90326,   7.04649,   6.66444,  19.29681,   7.20121,   4.08325,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.15297, 896.00000,   4.51872,  10.34776,  -0.82619,  19.25431,  10.53826,   4.53396,  19.16988,  10.35410,   6.30582,   0.00000,   0.00000,   0.00000,   1.00000,   0.15297, 896.00000,   4.08177,  -8.68793,   1.20918,  19.90285,   7.05000,   6.66913,  19.29640,   7.20472,   4.07857,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.15722, 897.00000,   4.51875,  10.34797,  -0.82633,  19.25428,  10.53846,   4.53382,  19.16984,  10.35431,   6.30596,   0.00000,   0.00000,   0.00000,   1.00000,   0.15722, 897.00000,   4.08216,  -8.69139,   1.21419,  19.90246,   7.05346,   6.67414,  19.29600,   7.20818,   4.07356,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.16135, 898.00000,   4.51883,  10.34816,  -0.82624,  19.25420,  10.53866,   4.53391,  19.16977,  10.35451,   6.30587,   0.00000,   0.00000,   0.00000,   1.00000,   0.16135, 898.00000,   4.08263,  -8.69433,   1.21847,  19.90198,   7.05640,   6.67842,  19.29553,   7.21112,   4.06928,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.16547, 899.00000,   4.51888,  10.34835,  -0.82624,  19.25415,  10.53885,   4.53391,  19.16972,  10.35470,   6.30586,   0.00000,   0.00000,   0.00000,   1.00000,   0.16547, 899.00000,   4.08314,  -8.69717,   1.22224,  19.90148,   7.05923,   6.68219,  19.29503,   7.21396,   4.06550,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.16973, 900.00000,   4.51895,  10.34857,  -0.82623,  19.25408,  10.53907,   4.53392,  19.16965,  10.35491,   6.30586,   0.00000,   0.00000,   0.00000,   1.00000,   0.16973, 900.00000,   4.08360,  -8.69900,   1.22470,  19.90102,   7.06107,   6.68465,  19.29456,   7.21579,   4.06305,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.17384, 901.00000,   4.51910,  10.34869,  -0.82626,  19.25394,  10.53918,   4.53389,  19.16950,  10.35503,   6.30589,   0.00000,   0.00000,   0.00000,   1.00000,   0.17384, 901.00000,   4.08390,  -8.70020,   1.22651,  19.90072,   7.06227,   6.68645,  19.29427,   7.21699,   4.06124,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.17797, 902.00000,   4.51903,  10.34892,  -0.82631,  19.25400,  10.53941,   4.53384,  19.16957,  10.35526,   6.30594,   0.00000,   0.00000,   0.00000,   1.00000,   0.17797, 902.00000,   4.08427,  -8.70093,   1.22781,  19.90035,   7.06300,   6.68776,  19.29390,   7.21772,   4.05994,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.18221, 903.00000,   4.51909,  10.34904,  -0.82635,  19.25394,  10.53953,   4.53380,  19.16951,  10.35538,   6.30598,   0.00000,   0.00000,   0.00000,   1.00000,   0.18221, 903.00000,   4.08433,  -8.70147,   1.22873,  19.90028,   7.06354,   6.68868,  19.29383,   7.21826,   4.05902,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.18634, 904.00000,   4.51922,  10.34912,  -0.82639,  19.25381,  10.53962,   4.53376,  19.16937,  10.35547,   6.30602,   0.00000,   0.00000,   0.00000,   1.00000,   0.18634, 904.00000,   4.08438,  -8.70174,   1.22973,  19.90024,   7.06381,   6.68968,  19.29378,   7.21853,   4.05802,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.19047, 905.00000,   4.51896,  10.34935,  -0.82626,  19.25407,  10.53985,   4.53389,  19.16964,  10.35570,   6.30589,   0.00000,   0.00000,   0.00000,   1.00000,   0.19047, 905.00000,   4.08435,  -8.70195,   1.23044,  19.90026,   7.06401,   6.69039,  19.29381,   7.21874,   4.05730,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.19474, 906.00000,   4.51903,  10.34945,  -0.82617,  19.25400,  10.53994,   4.53398,  19.16957,  10.35579,   6.30580,   0.00000,   0.00000,   0.00000,   1.00000,   0.19474, 906.00000,   4.08431,  -8.70212,   1.23109,  19.90030,   7.06419,   6.69103,  19.29385,   7.21891,   4.05666,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.19884, 907.00000,   4.51910,  10.34956,  -0.82622,  19.25393,  10.54005,   4.53393,  19.16950,  10.35590,   6.30585,   0.00000,   0.00000,   0.00000,   1.00000,   0.19884, 907.00000,   4.08431,  -8.70226,   1.23145,  19.90031,   7.06433,   6.69140,  19.29386,   7.21905,   4.05629,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.20298, 908.00000,   4.51914,  10.34973,  -0.82599,  19.25389,  10.54023,   4.53416,  19.16946,  10.35608,   6.30562,   0.00000,   0.00000,   0.00000,   1.00000,   0.20298, 908.00000,   4.08438,  -8.70235,   1.23209,  19.90023,   7.06441,   6.69204,  19.29378,   7.21914,   4.05566,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.20719, 909.00000,   4.51917,  10.34983,  -0.82612,  19.25387,  10.54033,   4.53403,  19.16943,  10.35618,   6.30575,   0.00000,   0.00000,   0.00000,   1.00000,   0.20719, 909.00000,   4.08433,  -8.70250,   1.23271,  19.90028,   7.06457,   6.69266,  19.29383,   7.21929,   4.05504,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.21136, 910.00000,   4.51930,  10.34989,  -0.82620,  19.25373,  10.54039,   4.53395,  19.16930,  10.35624,   6.30583,   0.00000,   0.00000,   0.00000,   1.00000,   0.21136, 910.00000,   4.08425,  -8.70269,   1.23327,  19.90037,   7.06476,   6.69322,  19.29392,   7.21949,   4.05448,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.21545, 911.00000,   4.51920,  10.35009,  -0.82611,  19.25383,  10.54059,   4.53404,  19.16940,  10.35644,   6.30574,   0.00000,   0.00000,   0.00000,   1.00000,   0.21545, 911.00000,   4.08438,  -8.70274,   1.23401,  19.90024,   7.06481,   6.69396,  19.29379,   7.21954,   4.05374,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
  1.00000,   0.21975, 912.00000,   4.51918,  10.35025,  -0.82607,  19.25385,  10.54075,   4.53408,  19.16941,  10.35660,   6.30570,   0.00000,   0.00000,   0.00000,   1.00000,   0.21975, 912.00000,   4.08440,  -8.70283,   1.23457,  19.90021,   7.06490,   6.69452,  19.29376,   7.21962,   4.05318,   0.00000,   0.00000,   0.00000,   3.57593,   1.00000, 
