trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   2.71339,   0.00000,   5.34621,   9.96868,  -0.30865,  18.46242,  10.09277,   5.20785,  18.23056,   9.92838,   5.78425,   0.00000,   0.00000,   0.00000,   1.00000,   2.71339,   0.00000,   3.82107,  -8.07555,   0.20108,  19.20552,   6.48002,   5.71065,  19.15213,   6.61194,   5.06770,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.00865, 687.00000,   4.54583,   9.76736,  -0.45442,  19.26280,   9.89146,   5.06208,  19.03095,   9.72706,   5.93002,   0.00000,   0.00000,   0.00000,   1.00000,   0.00865, 687.00000,   3.80991,  -8.15306,   0.15954,  19.21668,   6.55753,   5.66911,  19.16329,   6.68945,   5.10924,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.00962, 688.00000,   4.54575,   9.76764,  -0.45430,  19.26288,   9.89174,   5.06220,  19.03102,   9.72734,   5.92990,   0.00000,   0.00000,   0.00000,   1.00000,   0.00962, 688.00000,   3.80989,  -8.15306,   0.15953,  19.21670,   6.55753,   5.66909,  19.16331,   6.68945,   5.10925,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.01385, 689.00000,   4.54569,   9.76791,  -0.45424,  19.26294,   9.89201,   5.06226,  19.03108,   9.72761,   5.92984,   0.00000,   0.00000,   0.00000,   1.00000,   0.01385, 689.00000,   3.80993,  -8.15304,   0.15954,  19.21666,   6.55750,   5.66911,  19.16327,   6.68942,   5.10924,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.01800, 690.00000,   4.54584,   9.76805,  -0.45437,  19.26279,   9.89215,   5.06212,  19.03093,   9.72775,   5.92998,   0.00000,   0.00000,   0.00000,   1.00000,   0.01800, 690.00000,   3.80994,  -8.15299,   0.15954,  19.21665,   6.55746,   5.66910,  19.16326,   6.68938,   5.10924,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.02211, 691.00000,   4.54592,   9.76827,  -0.45432,  19.26271,   9.89236,   5.06217,  19.03085,   9.72797,   5.92992,   0.00000,   0.00000,   0.00000,   1.00000,   0.02211, 691.00000,   3.80997,  -8.15295,   0.15952,  19.21662,   6.55741,   5.66908,  19.16323,   6.68933,   5.10926,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.02635, 692.00000,   4.54597,   9.76846,  -0.45416,  19.26266,   9.89256,   5.06234,  19.03081,   9.72816,   5.92976,   0.00000,   0.00000,   0.00000,   1.00000,   0.02635, 692.00000,   3.80998,  -8.15287,   0.15951,  19.21661,   6.55734,   5.66908,  19.16322,   6.68926,   5.10926,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.03047, 693.00000,   4.54583,   9.76878,  -0.45416,  19.26280,   9.89287,   5.06234,  19.03095,   9.72848,   5.92976,   0.00000,   0.00000,   0.00000,   1.00000,   0.03047, 693.00000,   3.80993,  -8.15282,   0.15948,  19.21666,   6.55729,   5.66905,  19.16327,   6.68921,   5.10929,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.03462, 694.00000,   4.54578,   9.76900,  -0.45420,  19.26285,   9.89310,   5.06230,  19.03099,   9.72870,   5.92980,   0.00000,   0.00000,   0.00000,   1.00000,   0.03462, 694.00000,   3.80989,  -8.15276,   0.15944,  19.21670,   6.55723,   5.66900,  19.16331,   6.68915,   5.10934,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.03887, 695.00000,   4.54589,   9.76918,  -0.45412,  19.26274,   9.89328,   5.06238,  19.03089,   9.72888,   5.92972,   0.00000,   0.00000,   0.00000,   1.00000,   0.03887, 695.00000,   3.80987,  -8.15265,   0.15939,  19.21672,   6.55711,   5.66895,  19.16333,   6.68903,   5.10939,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.04298, 696.00000,   4.54586,   9.76938,  -0.45423,  19.26277,   9.89348,   5.06227,  19.03092,   9.72908,   5.92983,   0.00000,   0.00000,   0.00000,   1.00000,   0.04298, 696.00000,   3.80986,  -8.15254,   0.15931,  19.21673,   6.55701,   5.66887,  19.16334,   6.68893,   5.10947,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.04712, 697.00000,   4.54586,   9.76954,  -0.45434,  19.26277,   9.89363,   5.06216,  19.03091,   9.72924,   5.92994,   0.00000,   0.00000,   0.00000,   1.00000,   0.04712, 697.00000,   3.80980,  -8.15246,   0.15926,  19.21679,   6.55692,   5.66883,  19.16340,   6.68884,   5.10952,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.05134, 698.00000,   4.54584,   9.76974,  -0.45426,  19.26279,   9.89384,   5.06224,  19.03093,   9.72944,   5.92986,   0.00000,   0.00000,   0.00000,   1.00000,   0.05134, 698.00000,   3.80962,  -8.15246,   0.15934,  19.21697,   6.55692,   5.66890,  19.16358,   6.68884,   5.10944,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.05547, 699.00000,   4.54595,   9.76981,  -0.45449,  19.26268,   9.89390,   5.06201,  19.03082,   9.72951,   5.93009,   0.00000,   0.00000,   0.00000,   1.00000,   0.05547, 699.00000,   3.80962,  -8.15240,   0.15929,  19.21697,   6.55686,   5.66886,  19.16358,   6.68878,   5.10948,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.05961, 700.00000,   4.54577,   9.76999,  -0.45443,  19.26286,   9.89409,   5.06207,  19.03100,   9.72969,   5.93003,   0.00000,   0.00000,   0.00000,   1.00000,   0.05961, 700.00000,   3.80961,  -8.15235,   0.15938,  19.21698,   6.55681,   5.66894,  19.16359,   6.68873,   5.10940,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.06385, 701.00000,   4.54570,   9.77011,  -0.45437,  19.26293,   9.89421,   5.06213,  19.03107,   9.72981,   5.92997,   0.00000,   0.00000,   0.00000,   1.00000,   0.06385, 701.00000,   3.80957,  -8.15232,   0.15943,  19.21702,   6.55678,   5.66900,  19.16363,   6.68870,   5.10935,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.06797, 702.00000,   4.54574,   9.77013,  -0.45453,  19.26289,   9.89422,   5.06197,  19.03103,   9.72983,   5.93013,   0.00000,   0.00000,   0.00000,   1.00000,   0.06797, 702.00000,   3.80952,  -8.15233,   0.15952,  19.21707,   6.55679,   5.66908,  19.16368,   6.68871,   5.10926,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.07211, 703.00000,   4.54584,   9.77011,  -0.45454,  19.26279,   9.89420,   5.06196,  19.03093,   9.72981,   5.93014,   0.00000,   0.00000,   0.00000,   1.00000,   0.07211, 703.00000,   3.80950,  -8.15234,   0.15965,  19.21709,   6.55681,   5.66921,  19.16371,   6.68873,   5.10913,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
  1.00000,   0.07638, 704.00000,   4.54586,   9.77010,  -0.45463,  19.26277,   9.89420,   5.06187,  19.03092,   9.72980,   5.93023,   0.00000,   0.00000,   0.00000,   1.00000,   0.07638, 704.00000,   3.80952,  -8.15236,   0.15976,  19.21707,   6.55682,   5.66932,  19.16368,   6.68874,   5.10902,   0.00000,   0.00000,   0.00000,   2.82418,   2.00000, 
