trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   2.53740,   0.00000,   4.48081,   9.88588,  -0.96879,  19.09528,  10.11154,   4.29444,  19.14925,   9.95721,   6.29850,   0.00000,   0.00000,   0.00000,   1.00000,   2.53740,   0.00000,   4.68116, -10.75590,  -0.04739,  18.61470,   9.12436,   5.01082,  18.96873,   9.17300,   5.67332,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.00076,  34.00000,   4.47334,   9.90761,  -0.96263,  19.10275,  10.13327,   4.30060,  19.15671,   9.97895,   6.29234,   0.00000,   0.00000,   0.00000,   1.00000,   0.00076,  34.00000,   3.80754, -10.58064,  -0.15998,  19.48831,   8.94910,   4.89824,  19.84234,   8.99774,   5.78590,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.00247,  35.00000,   4.47314,   9.90851,  -0.96253,  19.10295,  10.13417,   4.30070,  19.15691,   9.97984,   6.29224,   0.00000,   0.00000,   0.00000,   1.00000,   0.00247,  35.00000,   3.80846, -10.58124,  -0.16018,  19.48740,   8.94970,   4.89803,  19.84142,   8.99834,   5.78611,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.00662,  36.00000,   4.47305,   9.90931,  -0.96230,  19.10304,  10.13497,   4.30093,  19.15700,   9.98064,   6.29201,   0.00000,   0.00000,   0.00000,   1.00000,   0.00662,  36.00000,   3.80927, -10.58178,  -0.16018,  19.48659,   8.95024,   4.89804,  19.84061,   8.99889,   5.78610,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.01092,  37.00000,   4.47327,   9.90998,  -0.96229,  19.10282,  10.13564,   4.30094,  19.15678,   9.98131,   6.29200,   0.00000,   0.00000,   0.00000,   1.00000,   0.01092,  37.00000,   3.80975, -10.58227,  -0.15997,  19.48611,   8.95073,   4.89825,  19.84013,   8.99937,   5.78589,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.01501,  38.00000,   4.47315,   9.91079,  -0.96245,  19.10294,  10.13645,   4.30079,  19.15690,   9.98212,   6.29216,   0.00000,   0.00000,   0.00000,   1.00000,   0.01501,  38.00000,   3.80995, -10.58259,  -0.15981,  19.48591,   8.95106,   4.89840,  19.83993,   8.99970,   5.78574,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.01914,  39.00000,   4.47315,   9.91152,  -0.96248,  19.10294,  10.13718,   4.30076,  19.15690,   9.98285,   6.29219,   0.00000,   0.00000,   0.00000,   1.00000,   0.01914,  39.00000,   3.80987, -10.58272,  -0.15987,  19.48599,   8.95119,   4.89834,  19.84001,   8.99983,   5.78580,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.02342,  40.00000,   4.47315,   9.91229,  -0.96245,  19.10294,  10.13795,   4.30078,  19.15690,   9.98362,   6.29216,   0.00000,   0.00000,   0.00000,   1.00000,   0.02342,  40.00000,   3.80965, -10.58261,  -0.16002,  19.48621,   8.95107,   4.89819,  19.84024,   8.99972,   5.78595,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.02750,  41.00000,   4.47320,   9.91312,  -0.96220,  19.10289,  10.13878,   4.30104,  19.15685,   9.98445,   6.29191,   0.00000,   0.00000,   0.00000,   1.00000,   0.02750,  41.00000,   3.80924, -10.58222,  -0.16043,  19.48662,   8.95068,   4.89778,  19.84064,   8.99932,   5.78636,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.03162,  42.00000,   4.47305,   9.91388,  -0.96222,  19.10304,  10.13954,   4.30102,  19.15700,   9.98521,   6.29193,   0.00000,   0.00000,   0.00000,   1.00000,   0.03162,  42.00000,   3.80868, -10.58157,  -0.16102,  19.48718,   8.95003,   4.89719,  19.84120,   8.99867,   5.78695,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.03591,  43.00000,   4.47301,   9.91461,  -0.96203,  19.10308,  10.14027,   4.30121,  19.15704,   9.98594,   6.29174,   0.00000,   0.00000,   0.00000,   1.00000,   0.03591,  43.00000,   3.80780, -10.58029,  -0.16204,  19.48806,   8.94875,   4.89617,  19.84208,   8.99739,   5.78797,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.04002,  44.00000,   4.47301,   9.91533,  -0.96199,  19.10308,  10.14099,   4.30124,  19.15704,   9.98666,   6.29170,   0.00000,   0.00000,   0.00000,   1.00000,   0.04002,  44.00000,   3.80628, -10.57814,  -0.16351,  19.48958,   8.94660,   4.89470,  19.84360,   8.99524,   5.78944,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.04412,  45.00000,   4.47305,   9.91602,  -0.96190,  19.10304,  10.14168,   4.30134,  19.15700,   9.98735,   6.29161,   0.00000,   0.00000,   0.00000,   1.00000,   0.04412,  45.00000,   3.80452, -10.57566,  -0.16488,  19.49134,   8.94412,   4.89333,  19.84536,   8.99277,   5.79081,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.04837,  46.00000,   4.47294,   9.91676,  -0.96175,  19.10315,  10.14242,   4.30148,  19.15711,   9.98809,   6.29146,   0.00000,   0.00000,   0.00000,   1.00000,   0.04837,  46.00000,   3.80261, -10.57320,  -0.16610,  19.49325,   8.94167,   4.89211,  19.84728,   8.99031,   5.79203,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
  1.00000,   0.05250,  47.00000,   4.47280,   9.91750,  -0.96137,  19.10329,  10.14316,   4.30187,  19.15725,   9.98883,   6.29108,   0.00000,   0.00000,   0.00000,   1.00000,   0.05250,  47.00000,   3.80054, -10.57088,  -0.16712,  19.49532,   8.93934,   4.89109,  19.84934,   8.98798,   5.79304,   0.00000,   0.00000,   0.00000,   0.13516,   1.00000, 
