trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   0.00008,   0.00000,   4.46750,   9.82880,  -1.03863,  19.13064,  10.06203,   4.25400,  19.30277,   9.93520,   6.32511,   0.00000,   0.00000,   0.00000,   1.00000,   0.00008,   0.00000,   3.71756, -10.99014,  -0.18321,  19.59309,   9.37066,   5.03899,  20.01112,   9.48896,   5.69119,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.00089, 874.00000,   4.46891,   9.82184,  -1.03746,  19.12922,  10.05508,   4.25517,  19.30136,   9.92824,   6.32394,   0.00000,   0.00000,   0.00000,   1.00000,   0.00089, 874.00000,   3.71362, -10.97237,  -0.12408,  19.59703,   9.35289,   5.09813,  20.01507,   9.47119,   5.63206,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.00449, 875.00000,   4.46886,   9.82193,  -1.03735,  19.12928,  10.05516,   4.25528,  19.30141,   9.92833,   6.32384,   0.00000,   0.00000,   0.00000,   1.00000,   0.00449, 875.00000,   3.71348, -10.97208,  -0.12451,  19.59717,   9.35260,   5.09769,  20.01520,   9.47090,   5.63249,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.00860, 876.00000,   4.46883,   9.82206,  -1.03734,  19.12931,  10.05529,   4.25529,  19.30144,   9.92846,   6.32382,   0.00000,   0.00000,   0.00000,   1.00000,   0.00860, 876.00000,   3.71332, -10.97177,  -0.12526,  19.59733,   9.35229,   5.09694,  20.01536,   9.47059,   5.63324,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.01268, 877.00000,   4.46892,   9.82207,  -1.03725,  19.12922,  10.05530,   4.25538,  19.30135,   9.92847,   6.32373,   0.00000,   0.00000,   0.00000,   1.00000,   0.01268, 877.00000,   3.71321, -10.97146,  -0.12556,  19.59744,   9.35198,   5.09664,  20.01548,   9.47029,   5.63354,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.01692, 878.00000,   4.46897,   9.82213,  -1.03720,  19.12917,  10.05536,   4.25543,  19.30130,   9.92853,   6.32368,   0.00000,   0.00000,   0.00000,   1.00000,   0.01692, 878.00000,   3.71326, -10.97108,  -0.12592,  19.59739,   9.35160,   5.09628,  20.01543,   9.46990,   5.63390,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.02105, 879.00000,   4.46892,   9.82221,  -1.03726,  19.12921,  10.05545,   4.25537,  19.30135,   9.92861,   6.32374,   0.00000,   0.00000,   0.00000,   1.00000,   0.02105, 879.00000,   3.71299, -10.97092,  -0.12651,  19.59766,   9.35144,   5.09569,  20.01569,   9.46974,   5.63450,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.02516, 880.00000,   4.46890,   9.82228,  -1.03728,  19.12923,  10.05551,   4.25535,  19.30137,   9.92868,   6.32377,   0.00000,   0.00000,   0.00000,   1.00000,   0.02516, 880.00000,   3.71309, -10.97062,  -0.12678,  19.59756,   9.35114,   5.09542,  20.01560,   9.46944,   5.63476,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.02945, 881.00000,   4.46893,   9.82235,  -1.03731,  19.12921,  10.05558,   4.25532,  19.30134,   9.92875,   6.32380,   0.00000,   0.00000,   0.00000,   1.00000,   0.02945, 881.00000,   3.71298, -10.97047,  -0.12722,  19.59767,   9.35099,   5.09499,  20.01571,   9.46929,   5.63520,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
  1.00000,   0.03356, 882.00000,   4.46886,   9.82250,  -1.03733,  19.12927,  10.05573,   4.25530,  19.30141,   9.92890,   6.32381,   0.00000,   0.00000,   0.00000,   1.00000,   0.03356, 882.00000,   3.71298, -10.97022,  -0.12730,  19.59767,   9.35074,   5.09490,  20.01571,   9.46904,   5.63528,   0.00000,   0.00000,   0.00000,   3.62499,   2.00000, 
