trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,waitTime,instructedTarget
  1.00000,   0.00011,   0.00000,   4.46858,  10.00885,  -0.66613,  18.45665,   9.93912,   4.67458,  18.67245,   9.97604,   5.98595,   0.00000,   0.00000,   0.00000,   1.00000,   0.00011,   0.00000,   3.82624,  -9.09317,   1.08457,  19.27659,   7.56428,   6.42651,  19.31888,   7.65148,   4.11436,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00084, 436.00000,   4.47501,  10.12227,  -0.76445,  18.45022,  10.05254,   4.57626,  18.66601,  10.08946,   6.08428,   0.00000,   0.00000,   0.00000,   1.00000,   0.00084, 436.00000,   3.83402,  -9.08879,   1.07945,  19.26882,   7.55989,   6.42139,  19.31110,   7.64709,   4.11948,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00123, 437.00000,   4.47570,  10.12192,  -0.76590,  18.44953,  10.05219,   4.57481,  18.66532,  10.08911,   6.08573,   0.00000,   0.00000,   0.00000,   1.00000,   0.00123, 437.00000,   3.83401,  -9.08941,   1.07850,  19.26882,   7.56051,   6.42044,  19.31110,   7.64771,   4.12043,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00511, 438.00000,   4.47655,  10.12087,  -0.76738,  18.44867,  10.05114,   4.57333,  18.66447,  10.08806,   6.08720,   0.00000,   0.00000,   0.00000,   1.00000,   0.00511, 438.00000,   3.83427,  -9.08991,   1.07747,  19.26856,   7.56101,   6.41942,  19.31084,   7.64821,   4.12145,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.00937, 439.00000,   4.47706,  10.11956,  -0.76885,  18.44817,  10.04983,   4.57186,  18.66396,  10.08675,   6.08868,   0.00000,   0.00000,   0.00000,   1.00000,   0.00937, 439.00000,   3.83439,  -9.09044,   1.07660,  19.26844,   7.56155,   6.41855,  19.31072,   7.64875,   4.12232,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.01350, 440.00000,   4.47743,  10.11832,  -0.77033,  18.44780,  10.04858,   4.57038,  18.66359,  10.08550,   6.09016,   0.00000,   0.00000,   0.00000,   1.00000,   0.01350, 440.00000,   3.83467,  -9.09091,   1.07562,  19.26817,   7.56201,   6.41756,  19.31045,   7.64921,   4.12331,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.01758, 441.00000,   4.47791,  10.11670,  -0.77156,  18.44732,  10.04696,   4.56915,  18.66311,  10.08389,   6.09139,   0.00000,   0.00000,   0.00000,   1.00000,   0.01758, 441.00000,   3.83459,  -9.09144,   1.07498,  19.26824,   7.56255,   6.41692,  19.31052,   7.64975,   4.12395,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.02185, 442.00000,   4.47846,  10.11508,  -0.77302,  18.44677,  10.04534,   4.56769,  18.66256,  10.08226,   6.09285,   0.00000,   0.00000,   0.00000,   1.00000,   0.02185, 442.00000,   3.83469,  -9.09190,   1.07433,  19.26815,   7.56300,   6.41628,  19.31043,   7.65021,   4.12459,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.02596, 443.00000,   4.47892,  10.11291,  -0.77431,  18.44630,  10.04317,   4.56640,  18.66210,  10.08009,   6.09413,   0.00000,   0.00000,   0.00000,   1.00000,   0.02596, 443.00000,   3.83487,  -9.09228,   1.07375,  19.26797,   7.56339,   6.41570,  19.31025,   7.65059,   4.12517,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.03010, 444.00000,   4.47956,  10.11010,  -0.77515,  18.44567,  10.04037,   4.56556,  18.66146,  10.07729,   6.09498,   0.00000,   0.00000,   0.00000,   1.00000,   0.03010, 444.00000,   3.83491,  -9.09268,   1.07350,  19.26793,   7.56378,   6.41544,  19.31021,   7.65098,   4.12543,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.03439, 445.00000,   4.48014,  10.10695,  -0.77581,  18.44509,  10.03722,   4.56490,  18.66088,  10.07414,   6.09563,   0.00000,   0.00000,   0.00000,   1.00000,   0.03439, 445.00000,   3.83517,  -9.09292,   1.07322,  19.26767,   7.56402,   6.41516,  19.30995,   7.65122,   4.12571,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.03848, 446.00000,   4.48048,  10.10365,  -0.77628,  18.44475,  10.03392,   4.56443,  18.66054,  10.07084,   6.09610,   0.00000,   0.00000,   0.00000,   1.00000,   0.03848, 446.00000,   3.83530,  -9.09313,   1.07315,  19.26753,   7.56423,   6.41510,  19.30981,   7.65143,   4.12577,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.04259, 447.00000,   4.48119,  10.09999,  -0.77646,  18.44403,  10.03026,   4.56426,  18.65983,  10.06718,   6.09628,   0.00000,   0.00000,   0.00000,   1.00000,   0.04259, 447.00000,   3.83540,  -9.09325,   1.07336,  19.26744,   7.56436,   6.41531,  19.30972,   7.65156,   4.12556,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.04685, 448.00000,   4.48142,  10.09648,  -0.77697,  18.44381,  10.02674,   4.56374,  18.65960,  10.06366,   6.09680,   0.00000,   0.00000,   0.00000,   1.00000,   0.04685, 448.00000,   3.83539,  -9.09334,   1.07340,  19.26744,   7.56444,   6.41534,  19.30972,   7.65165,   4.12553,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.05098, 449.00000,   4.48201,  10.09282,  -0.77699,  18.44322,  10.02309,   4.56372,  18.65901,  10.06001,   6.09682,   0.00000,   0.00000,   0.00000,   1.00000,   0.05098, 449.00000,   3.83548,  -9.09331,   1.07369,  19.26736,   7.56441,   6.41563,  19.30964,   7.65162,   4.12524,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.05512, 450.00000,   4.48223,  10.08944,  -0.77696,  18.44300,  10.01971,   4.56375,  18.65879,  10.05663,   6.09679,   0.00000,   0.00000,   0.00000,   1.00000,   0.05512, 450.00000,   3.83554,  -9.09318,   1.07400,  19.26729,   7.56428,   6.41594,  19.30958,   7.65148,   4.12493,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.05935, 451.00000,   4.48281,  10.08599,  -0.77705,  18.44241,  10.01625,   4.56366,  18.65821,  10.05317,   6.09687,   0.00000,   0.00000,   0.00000,   1.00000,   0.05935, 451.00000,   3.83553,  -9.09302,   1.07438,  19.26731,   7.56412,   6.41632,  19.30959,   7.65132,   4.12455,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.06347, 452.00000,   4.48355,  10.08249,  -0.77721,  18.44168,  10.01276,   4.56350,  18.65747,  10.04968,   6.09703,   0.00000,   0.00000,   0.00000,   1.00000,   0.06347, 452.00000,   3.83541,  -9.09279,   1.07476,  19.26743,   7.56389,   6.41670,  19.30971,   7.65109,   4.12417,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.06759, 453.00000,   4.48384,  10.07927,  -0.77748,  18.44138,  10.00953,   4.56323,  18.65718,  10.04645,   6.09730,   0.00000,   0.00000,   0.00000,   1.00000,   0.06759, 453.00000,   3.83531,  -9.09252,   1.07516,  19.26752,   7.56363,   6.41710,  19.30981,   7.65083,   4.12377,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.07185, 454.00000,   4.48413,  10.07604,  -0.77792,  18.44109,  10.00631,   4.56279,  18.65689,  10.04323,   6.09774,   0.00000,   0.00000,   0.00000,   1.00000,   0.07185, 454.00000,   3.83521,  -9.09222,   1.07565,  19.26762,   7.56332,   6.41759,  19.30991,   7.65052,   4.12328,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.07599, 455.00000,   4.48440,  10.07288,  -0.77847,  18.44082,  10.00314,   4.56224,  18.65662,  10.04007,   6.09830,   0.00000,   0.00000,   0.00000,   1.00000,   0.07599, 455.00000,   3.83508,  -9.09191,   1.07604,  19.26776,   7.56301,   6.41799,  19.31004,   7.65022,   4.12289,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.08010, 456.00000,   4.48489,  10.06965,  -0.77901,  18.44034,   9.99992,   4.56170,  18.65613,  10.03684,   6.09883,   0.00000,   0.00000,   0.00000,   1.00000,   0.08010, 456.00000,   3.83496,  -9.09148,   1.07654,  19.26788,   7.56258,   6.41848,  19.31016,   7.64979,   4.12239,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
  1.00000,   0.08434, 457.00000,   4.48540,  10.06647,  -0.77963,  18.43983,   9.99674,   4.56108,  18.65562,  10.03366,   6.09946,   0.00000,   0.00000,   0.00000,   1.00000,   0.08434, 457.00000,   3.83485,  -9.09102,   1.07714,  19.26799,   7.56212,   6.41908,  19.31027,   7.64932,   4.12179,   0.00000,   0.00000,   0.00000,   1.81294,   1.00000, 
