trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.00013,   0.00000,   4.59411,  10.70245,   0.31939,  17.90866,  10.74136,   6.17649,  17.92649,  10.66702,   5.11902,   0.00000,   0.00000,   0.00000,   1.00000,   0.00013,   0.00000,   4.15372, -11.21348,   0.19397,  18.57971,   9.65996,   5.90288,  18.59576,   9.81839,   5.45055,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.02787,   7.00000,   4.59356,  10.70315,   0.32005,  17.90921,  10.74207,   6.17715,  17.92704,  10.66772,   5.11835,   0.00000,   0.00000,   0.00000,   1.00000,   0.02787,   7.00000,   4.15358, -11.21337,   0.19446,  18.57985,   9.65985,   5.90337,  18.59590,   9.81828,   5.45006,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03182,   8.00000,   4.59350,  10.70315,   0.32005,  17.90927,  10.74206,   6.17715,  17.92709,  10.66772,   5.11836,   0.00000,   0.00000,   0.00000,   1.00000,   0.03182,   8.00000,   4.15372, -11.21339,   0.19454,  18.57971,   9.65986,   5.90344,  18.59576,   9.81829,   5.44998,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.03609,   9.00000,   4.59361,  10.70310,   0.32012,  17.90916,  10.74202,   6.17722,  17.92699,  10.66767,   5.11828,   0.00000,   0.00000,   0.00000,   1.00000,   0.03609,   9.00000,   4.15371, -11.21349,   0.19462,  18.57972,   9.65996,   5.90352,  18.59577,   9.81840,   5.44990,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04032,  10.00000,   4.59358,  10.70308,   0.32015,  17.90918,  10.74200,   6.17725,  17.92701,  10.66765,   5.11825,   0.00000,   0.00000,   0.00000,   1.00000,   0.04032,  10.00000,   4.15379, -11.21359,   0.19473,  18.57964,   9.66006,   5.90363,  18.59569,   9.81849,   5.44979,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04430,  11.00000,   4.59351,  10.70307,   0.32003,  17.90926,  10.74198,   6.17713,  17.92709,  10.66764,   5.11837,   0.00000,   0.00000,   0.00000,   1.00000,   0.04430,  11.00000,   4.15366, -11.21377,   0.19470,  18.57978,   9.66024,   5.90360,  18.59582,   9.81868,   5.44982,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.04856,  12.00000,   4.59335,  10.70307,   0.31999,  17.90942,  10.74198,   6.17709,  17.92725,  10.66764,   5.11842,   0.00000,   0.00000,   0.00000,   1.00000,   0.04856,  12.00000,   4.15368, -11.21391,   0.19465,  18.57975,   9.66038,   5.90355,  18.59580,   9.81881,   5.44987,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05267,  13.00000,   4.59339,  10.70292,   0.31995,  17.90938,  10.74183,   6.17705,  17.92721,  10.66749,   5.11846,   0.00000,   0.00000,   0.00000,   1.00000,   0.05267,  13.00000,   4.15377, -11.21401,   0.19454,  18.57967,   9.66049,   5.90344,  18.59571,   9.81892,   5.44998,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.05681,  14.00000,   4.59338,  10.70274,   0.31995,  17.90939,  10.74165,   6.17705,  17.92722,  10.66731,   5.11845,   0.00000,   0.00000,   0.00000,   1.00000,   0.05681,  14.00000,   4.15372, -11.21421,   0.19452,  18.57971,   9.66068,   5.90342,  18.59576,   9.81911,   5.45000,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06104,  15.00000,   4.59326,  10.70256,   0.31975,  17.90951,  10.74147,   6.17686,  17.92734,  10.66713,   5.11865,   0.00000,   0.00000,   0.00000,   1.00000,   0.06104,  15.00000,   4.15378, -11.21439,   0.19444,  18.57966,   9.66086,   5.90334,  18.59570,   9.81930,   5.45008,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06519,  16.00000,   4.59314,  10.70225,   0.31977,  17.90962,  10.74116,   6.17687,  17.92745,  10.66682,   5.11864,   0.00000,   0.00000,   0.00000,   1.00000,   0.06519,  16.00000,   4.15396, -11.21447,   0.19446,  18.57947,   9.66094,   5.90337,  18.59552,   9.81937,   5.45006,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.06927,  17.00000,   4.59316,  10.70181,   0.31966,  17.90961,  10.74072,   6.17676,  17.92744,  10.66638,   5.11874,   0.00000,   0.00000,   0.00000,   1.00000,   0.06927,  17.00000,   4.15399, -11.21459,   0.19446,  18.57944,   9.66106,   5.90336,  18.59549,   9.81950,   5.45006,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.07371,  18.00000,   4.59295,  10.70135,   0.31950,  17.90982,  10.74026,   6.17660,  17.92765,  10.66592,   5.11890,   0.00000,   0.00000,   0.00000,   1.00000,   0.07371,  18.00000,   4.15385, -11.21483,   0.19414,  18.57958,   9.66131,   5.90305,  18.59563,   9.81974,   5.45038,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.07768,  19.00000,   4.59291,  10.70091,   0.31970,  17.90985,  10.73983,   6.17680,  17.92768,  10.66548,   5.11870,   0.00000,   0.00000,   0.00000,   1.00000,   0.07768,  19.00000,   4.15384, -11.21502,   0.19406,  18.57959,   9.66150,   5.90296,  18.59564,   9.81993,   5.45046,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08182,  20.00000,   4.59286,  10.70043,   0.31987,  17.90991,  10.73935,   6.17697,  17.92774,  10.66500,   5.11853,   0.00000,   0.00000,   0.00000,   1.00000,   0.08182,  20.00000,   4.15388, -11.21522,   0.19393,  18.57956,   9.66170,   5.90284,  18.59560,   9.82013,   5.45059,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08606,  21.00000,   4.59251,  10.70001,   0.31995,  17.91026,  10.73893,   6.17705,  17.92809,  10.66458,   5.11846,   0.00000,   0.00000,   0.00000,   1.00000,   0.08606,  21.00000,   4.15401, -11.21538,   0.19382,  18.57942,   9.66185,   5.90272,  18.59547,   9.82028,   5.45070,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09016,  22.00000,   4.59258,  10.69948,   0.31991,  17.91019,  10.73839,   6.17701,  17.92802,  10.66405,   5.11849,   0.00000,   0.00000,   0.00000,   1.00000,   0.09016,  22.00000,   4.15387, -11.21554,   0.19358,  18.57956,   9.66201,   5.90249,  18.59561,   9.82045,   5.45094,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09428,  23.00000,   4.59254,  10.69892,   0.32010,  17.91023,  10.73783,   6.17720,  17.92806,  10.66349,   5.11830,   0.00000,   0.00000,   0.00000,   1.00000,   0.09428,  23.00000,   4.15387, -11.21565,   0.19334,  18.57957,   9.66213,   5.90224,  18.59561,   9.82056,   5.45118,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09855,  24.00000,   4.59231,  10.69847,   0.32022,  17.91046,  10.73739,   6.17732,  17.92829,  10.66304,   5.11819,   0.00000,   0.00000,   0.00000,   1.00000,   0.09855,  24.00000,   4.15395, -11.21567,   0.19314,  18.57948,   9.66215,   5.90204,  18.59553,   9.82058,   5.45138,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10272,  25.00000,   4.59207,  10.69804,   0.32038,  17.91070,  10.73695,   6.17748,  17.92853,  10.66261,   5.11803,   0.00000,   0.00000,   0.00000,   1.00000,   0.10272,  25.00000,   4.15397, -11.21582,   0.19281,  18.57946,   9.66229,   5.90172,  18.59551,   9.82072,   5.45171,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10679,  26.00000,   4.59220,  10.69749,   0.32041,  17.91057,  10.73640,   6.17751,  17.92840,  10.66206,   5.11800,   0.00000,   0.00000,   0.00000,   1.00000,   0.10679,  26.00000,   4.15392, -11.21591,   0.19259,  18.57951,   9.66239,   5.90150,  18.59556,   9.82082,   5.45192,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11106,  27.00000,   4.59232,  10.69689,   0.32032,  17.91045,  10.73580,   6.17742,  17.92828,  10.66146,   5.11808,   0.00000,   0.00000,   0.00000,   1.00000,   0.11106,  27.00000,   4.15377, -11.21605,   0.19274,  18.57966,   9.66253,   5.90165,  18.59571,   9.82096,   5.45177,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11517,  28.00000,   4.59199,  10.69657,   0.32059,  17.91077,  10.73548,   6.17769,  17.92860,  10.66114,   5.11781,   0.00000,   0.00000,   0.00000,   1.00000,   0.11517,  28.00000,   4.15393, -11.21604,   0.19267,  18.57950,   9.66251,   5.90157,  18.59555,   9.82095,   5.45185,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11931,  29.00000,   4.59186,  10.69619,   0.32076,  17.91091,  10.73510,   6.17786,  17.92874,  10.66076,   5.11764,   0.00000,   0.00000,   0.00000,   1.00000,   0.11931,  29.00000,   4.15405, -11.21607,   0.19249,  18.57938,   9.66255,   5.90139,  18.59543,   9.82098,   5.45203,   0.00000,   0.00000,   0.00000, 
